,sentences,words,word_meanings,predict_meaning,trues,second_trues
176,故君子不出家而成【教】于国,教,"1、<名>教化；教育
<例句：是故学然后知不足，教然后知困。>
2、<动>教导；教诲
<例句：爱其子，择师而教之。>
3、<动>指示；指点
<例句：得无教我猎虫所耶？>
4、<动>教授；传授知识技能
<例句：十三教汝织，十四能裁衣。>
5、<动>使；令；让
<例句：曲罢曾教善才服，妆成每被秋娘妒。>
<例句：但使龙城飞将在，不教胡马度阴山。>
6、<名>教化；教育
<例句：是故学然后知不足，教然后知困。>
7、<动>教导；教诲
<例句：爱其子，择师而教之。>
8、<动>指示；指点
<例句：得无教我猎虫所耶？>
9、<动>教授；传授知识技能
<例句：十三教汝织，十四能裁衣。>
10、<动>使；令；让
<例句：曲罢曾教善才服，妆成每被秋娘妒。>
<例句：但使龙城飞将在，不教胡马度阴山。>
",<名>教化；教育[<名>教化；教育],0,1
177,孝者，【所】以事君也；弟者，所以事长也；慈者，所以使众也,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",表示手段或凭借的。[表示手段或凭借的。],0,1
178,孝者，所以事君【也】；弟者，所以事长也；慈者，所以使众也,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",表示判断语气的。[表示判断语气的。],0,1
179,孝者，所以事君也；弟者，所以事长【也】；慈者，所以使众也,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",表示判断语气的。[表示判断语气的。],0,1
180,孝者，所以事君也；弟者，所以事长也；慈者，所以使【众】也,众,"1、<形>众多；多
<例句：彼众我寡，及其未既济也。>
2、<名>众人；大家
<例句：三保戒团众装药实弹，毋妄发。>
3、<名>士众；兵士人数
<例句：江东虽小，地方千里，众数十万人，亦足王也。>
4、<名>军队
<例句：将军身率益州之众出于秦川。>
5、<形>广泛；普遍
<例句：今之众人，其下圣人也亦远矣。>
",<名>众人；大家[<名>众人；大家],0,1
181,孝者，所以事君也；弟者，所以事长也；慈者，所以使众【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",表示判断语气的。[表示判断语气的。],0,1
182,《康诰》【曰】：“如保赤子,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",<动>说,1,0
183,《康诰》曰：“如【保】赤子,保,"1、<动>抚养
<例句：虽慈母不能保其子君安能以有其民哉。>
2、<动>保卫;保守
<例句：若跨有荆、益保其岩阻。>
<例句：倘魏兵骤至四面围定将何策保之。>
3、:<动>保存;保全
<例句：升死其印为予群从所得至今保藏。>
4、<动>担保;保证
<例句：保为将军破之。>
5、<名>仆役;佣工
<例句：(布)穷困赁佣于齐为酒人保。>
6、<量>旧时户籍编制单位
7、<名>通“褓”
<例句：昔成王幼小越在襁保。>
",<动>抚养[<动>抚养],0,1
184,”心诚求【之】，虽不中不远矣,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
","指示代词，表近指。可译为""这""，通常作复指性定语。[指示代词，表近指。可译为""这""，通常作复指性定语。]",0,1
185,”心诚求之，虽【不】中不远矣,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
","<副>没有,表存在的否定[<副>没有,表存在的否定]",0,1
186,”心诚求之，虽不【中】不远矣,中,"1、<名>内；里
<例句：一屠晚归，担中肉尽。>
2、<名>中间；内部
<例句：有大石当中流。>
3、<形>半；一半
<例句：若中道而归，何异断斯织乎。>
4、<形>中等；不高，不低
<例句：上书谏寡人者，受中赏。>
5、<名>内心
<例句：深中隐厚。>
6、<名>中国
<例句：图画之设彩者，用水彩，中外所同也。>
7、<动>符合
<例句：木直中绳，輮以为轮，其曲中规。>
8、<动>射中
<例句：见其矢十中八九。>
9、<动>击中
<例句：乃引其匕首提秦王，不中。>
10、<动>考中
<例句：你恭喜中了举人。>
11、<动>猜中
<例句：射者中，弈者胜。>
12、<动>中伤
<例句：臧怒，欲中守法。>
13、<名>内；里
<例句：一屠晚归，担中肉尽。>
14、<名>中间；内部
<例句：有大石当中流。>
15、<形>半；一半
<例句：若中道而归，何异断斯织乎。>
16、<形>中等；不高，不低
<例句：上书谏寡人者，受中赏。>
17、<名>内心
<例句：深中隐厚。>
18、<名>中国
<例句：图画之设彩者，用水彩，中外所同也。>
19、<动>符合
<例句：木直中绳，輮以为轮，其曲中规。>
20、<动>射中
<例句：见其矢十中八九。>
21、<动>击中
<例句：乃引其匕首提秦王，不中。>
22、<动>考中
<例句：你恭喜中了举人。>
23、<动>猜中
<例句：射者中，弈者胜。>
24、<动>中伤
<例句：臧怒，欲中守法。>
",<动>符合[<动>符合],0,1
187,”心诚求之，虽不中【不】远矣,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
","<副>没有,表存在的否定[<副>没有,表存在的否定]",0,1
188,”心诚求之，虽不中不远【矣】,矣,"1、用于陈述句尾。助肯定语气。有的可译为''了""，有的可不译。助已然语气，说明事情已实现，可译为""了""。助将然语气，说明事情将要实现，可译为""了""。
<例句：此为长江之险已与我共之矣。>
<例句：原庄宗之所以得天下，与其所以失之者，可以知之矣。>
<例句：庭有枇杷树，吾妻死之年所手植也，今已亭亭如盖矣。>
<例句：事急而不断，祸至无日矣！>
2、用于感叹句。助感慨、讥刺、赞颂语气，可译为""了""""啊""。
<例句：甚矣，汝之不惠！>
<例句：呜呼，烈矣！>
3、用于祈使句，助请求、劝勉、禁止语气，可译为''吧""。
<例句：愿君即以遂备员而行矣。>
<例句：公子勉之矣，老臣不能从。>
4、用于疑问句末，助疑问语气。
<例句：年几何矣？>
","用于陈述句尾。助肯定语气。有的可译为''了""，有的可不译。助已然语气，说明事情已实现，可译为""了""。助将然语气，说明事情将要实现，可译为""了""。[用于陈述句尾。助肯定语气。有的可译为''了""，有的可不译。助已然语气，说明事情已实现，可译为""了""。助将然语气，说明事情将要实现，可译为""了""。]",0,1
189,未有【学】养子而后嫁者也,学,"1、<动>学习
<例句：学而时习之，不亦说乎。>
2、<名>学问；知识
<例句：人之为学有难易乎。>
3、<名>学校
<例句：今诸生学于太学。>
",<动>学习,1,0
190,未有学养子而后嫁【者】也,者,"1、助词，主要有两种用法。一种是附在别的词或短语之后，组成名词性短语。
<例句：将藏之于家，使来者读之，悲予志焉。>
<例句：用叶者取叶初长足时，用芽者自从本说，用花者取花初敷时，用实者成实时采。>
2、""者""的另一种用法是放在一个词或一组词后边，起提顿作用，先用""……者""提出在说明的事物，稍微停顿一下，然后说明或论断。
<例句：大阉之乱，缙绅而能不易其志者，四海之大，有几人欤？>
<例句：古之让天子者，是去监门之养而离臣虏之劳也。>
3、""者""有时放在时间副词之后，起语助作用，可不译。
<例句：今者项庄拔剑舞，其意常在沛公也。>
4、""者""有时放在数词后边，可译为""个""""样""之类。
<例句：此数者用兵之患也，而操皆冒行之。>
",助词，主要有两种用法。一种是附在别的词或短语之后，组成名词性短语。[助词，主要有两种用法。一种是附在别的词或短语之后，组成名词性短语。],0,1
191,一家仁，一国【兴】仁；一家让，一国兴让；一人贪戾，一国作乱：其机如此,兴,"1、<动>起；兴起
<例句：积土成山，风雨兴焉。>
2、<动>发生；引起
<例句：向之所欣，俯仰之间，已为陈迹犹不能不以之兴怀。>
3、<动>兴办；兴建
<例句：政通人和，百废俱兴。>
4、<动>发起；发动
<例句：遂发命，遽兴姜戎。>
5、<形>兴盛
<例句：这城中极兴的客店，多是他家的房子。>
6、<名>兴趣；兴致
<例句：遇游僧澄源至，兴甚勇。>
7、<动>喜欢
<例句：不兴其艺，不能乐学。>
8、<名>诗歌表现手法之一，借另一事物来引起所咏事物
9、<动>起；兴起
<例句：积土成山，风雨兴焉。>
10、<动>发生；引起
<例句：向之所欣，俯仰之间，已为陈迹犹不能不以之兴怀。>
11、<动>兴办；兴建
<例句：政通人和，百废俱兴。>
12、<动>发起；发动
<例句：遂发命，遽兴姜戎。>
13、<形>兴盛
<例句：这城中极兴的客店，多是他家的房子。>
14、<名>兴趣；兴致
<例句：遇游僧澄源至，兴甚勇。>
15、<动>喜欢
<例句：不兴其艺，不能乐学。>
16、<名>诗歌表现手法之一，借另一事物来引起所咏事物
",<动>起；兴起[<动>起；兴起],0,1
192,一家仁，一国兴仁；一家让，一国【兴】让；一人贪戾，一国作乱：其机如此,兴,"1、<动>起；兴起
<例句：积土成山，风雨兴焉。>
2、<动>发生；引起
<例句：向之所欣，俯仰之间，已为陈迹犹不能不以之兴怀。>
3、<动>兴办；兴建
<例句：政通人和，百废俱兴。>
4、<动>发起；发动
<例句：遂发命，遽兴姜戎。>
5、<形>兴盛
<例句：这城中极兴的客店，多是他家的房子。>
6、<名>兴趣；兴致
<例句：遇游僧澄源至，兴甚勇。>
7、<动>喜欢
<例句：不兴其艺，不能乐学。>
8、<名>诗歌表现手法之一，借另一事物来引起所咏事物
9、<动>起；兴起
<例句：积土成山，风雨兴焉。>
10、<动>发生；引起
<例句：向之所欣，俯仰之间，已为陈迹犹不能不以之兴怀。>
11、<动>兴办；兴建
<例句：政通人和，百废俱兴。>
12、<动>发起；发动
<例句：遂发命，遽兴姜戎。>
13、<形>兴盛
<例句：这城中极兴的客店，多是他家的房子。>
14、<名>兴趣；兴致
<例句：遇游僧澄源至，兴甚勇。>
15、<动>喜欢
<例句：不兴其艺，不能乐学。>
16、<名>诗歌表现手法之一，借另一事物来引起所咏事物
",<动>起；兴起[<动>起；兴起],0,1
193,一家仁，一国兴仁；一家让，一国兴让；一人贪戾，一国作乱：【其】机如此,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。,1,0
194,尧、舜率天下以【仁】，而民从之,仁,"1、<形>仁爱；仁慈
<例句：仁以为己住，不亦重乎？>
2、<名>仁道；仁政
<例句：今王发政施仁。>
3、<名>果仁；果核中受外壳保护的部分
<例句：邺中朝士有单服杏仁枸杞黄精木车前，得益者甚多。>
",<名>仁道；仁政,1,0
195,尧、舜率天下以仁，而【民】从之,民,"1、<名>古指奴隶，泛指庶民百姓
<例句：古者有四民：有士民，有商民，有农民，有工民。>
2、<名>人
<例句：上古之世，……民食果蓏蜯蛤，腥臊恶臭而伤腹胃，民多疾病。>
",<名>古指奴隶，泛指庶民百姓,1,0
196,桀、【纣】率天下以暴，而民从之,纣,"1、<名>商朝末代君主，相传是暴君
<例句：助纣为虐>
2、<名>马鞦，即马后带
<例句：车纣，自关而东、周洛韩郑汝颍而东谓之鞦。>
",<名>商朝末代君主，相传是暴君[<名>商朝末代君主，相传是暴君],0,1
197,桀、纣率天下以暴，而【民】从之,民,"1、<名>古指奴隶，泛指庶民百姓
<例句：古者有四民：有士民，有商民，有农民，有工民。>
2、<名>人
<例句：上古之世，……民食果蓏蜯蛤，腥臊恶臭而伤腹胃，民多疾病。>
",<名>古指奴隶，泛指庶民百姓,1,0
198,【其】所令反其所好，而民不从,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
199,其所令反【其】所好，而民不从,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
200,其所令反其所好，【而】民不从,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",表示因果关系。[表示因果关系。],0,1
201,其所令反其所好，而【民】不从,民,"1、<名>古指奴隶，泛指庶民百姓
<例句：古者有四民：有士民，有商民，有农民，有工民。>
2、<名>人
<例句：上古之世，……民食果蓏蜯蛤，腥臊恶臭而伤腹胃，民多疾病。>
",<名>古指奴隶，泛指庶民百姓,1,0
202,是故君子有【诸】己而后求诸人，无诸己而后非诸人,诸,"1、<形>众；各个
<例句：诸郡县苦秦吏者，皆刑其长吏。>
2、兼词，用于句中，相当于“之于”
<例句：或取诸怀抱，晤言一室之内。>
3、兼词，用于句末，相当于“之乎”
<例句：不识有诸？>
4、<代>相当于“之”
<例句：王如改诸，则心反予。>
",兼词，用于句中，相当于“之于”[兼词，用于句中，相当于“之于”],0,1
203,是故君子有诸【己】而后求诸人，无诸己而后非诸人,己,"1、<代>自己
<例句：知彼知己，百战不殆。>
2、<名>天干的第六位
<例句：晋师己亥过河也。>
",<代>自己,1,0
204,是故君子有诸己而后求诸人，【无】诸己而后非诸人,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",<动>没有,1,0
205,是故君子有诸己而后求诸人，无【诸】己而后非诸人,诸,"1、<形>众；各个
<例句：诸郡县苦秦吏者，皆刑其长吏。>
2、兼词，用于句中，相当于“之于”
<例句：或取诸怀抱，晤言一室之内。>
3、兼词，用于句末，相当于“之乎”
<例句：不识有诸？>
4、<代>相当于“之”
<例句：王如改诸，则心反予。>
",兼词，用于句中，相当于“之于”[兼词，用于句中，相当于“之于”],0,1
206,是故君子有诸己而后求诸人，无诸【己】而后非诸人,己,"1、<代>自己
<例句：知彼知己，百战不殆。>
2、<名>天干的第六位
<例句：晋师己亥过河也。>
",<代>自己,1,0
207,是故君子有诸己而后求诸人，无诸己而后【非】诸人,非,"1、<形>不对;不正确
<例句：实迷途其未远觉今是而昨非。>
2、<副>不,不是
<例句：是不为也非不能也。>
3、<副>除非;除了
<例句：以为非我莫能为也。>
<例句：非刘豫州莫可以当曹操者。>
4、<动>无;没有
<例句：君子生非异也善假如物也。>
5、<助>表疑问语气,同“否”
<例句：此言与实反者非?>
6、通“诽”,诽谤
<例句：入则心非出则巷议。>
","<副>不,不是",1,0
208,所【藏】乎身不恕，而能喻诸人者，未之有也,藏,"1、<动>收藏谷物
<例句：春耕，夏耘，秋获，冬藏。>
2、<动>收藏；保存；贮藏
<例句：善刀而藏之。>
<例句：庄宗受而藏之于庙>
3、<动>隐藏；私藏
<例句：见瓶水之冰，而知天下之寒，鱼鳖之藏也。>
<例句：部中老胥，家藏伪章。>
4、<名>贮藏财物的地方；仓库
<例句：是造物者无尽藏也。>
5、<名>通“脏”
<例句：未至二三里，摧藏马悲哀。>
6、<动>收藏谷物
<例句：春耕，夏耘，秋获，冬藏。>
7、<动>收藏；保存；贮藏
<例句：善刀而藏之。>
<例句：庄宗受而藏之于庙>
8、<动>隐藏；私藏
<例句：见瓶水之冰，而知天下之寒，鱼鳖之藏也。>
<例句：部中老胥，家藏伪章。>
9、<名>贮藏财物的地方；仓库
<例句：是造物者无尽藏也。>
10、<名>通“脏”
<例句：未至二三里，摧藏马悲哀。>
",<名>通“脏”[<名>通“脏”],0,1
209,故治国在齐【其】家,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。,1,0
210,《【诗】》云：“桃之夭夭，其叶蓁蓁,诗,"1、<名>一种文学体裁；诗歌
<例句：时人伤之，为诗云尔。>
2、<名>指《诗经》
<例句：诗云：‘他人有心，予忖度之。’>
",<名>指《诗经》,1,0
211,《诗》【云】：“桃之夭夭，其叶蓁蓁,云,"1、<动>说
<例句：古人云：‘死生亦大矣。’>
2、<动>有
<例句：其云益乎。>
3、<代>如此；这样
<例句：士大夫之族，曰师曰弟子云者，则群聚而笑之。>
4、<助>用于句首、句中、句末，无意义
<例句：云何吁矣>
<例句：日云莫矣。>
<例句：盖大苏泛赤壁云。>
5、<名>话
<例句：勿复有云。>
6、<名>云彩
<例句：云无心以出岫。>
7、<形>盛多的样子
<例句：天下云集响应。>
",<动>说,1,0
212,《诗》云：“桃之夭夭，【其】叶蓁蓁,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
213,【之】子于归，宜其家人,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
","指示代词，表近指。可译为""这""，通常作复指性定语。[指示代词，表近指。可译为""这""，通常作复指性定语。]",0,1
214,之【子】于归，宜其家人,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",<名>孩子,1,0
