,sentences,words,meanings,labels
145,所谓齐其家在修其身者，人之其所亲爱而辟焉，之其所贱恶而辟焉，之其所畏敬而辟焉，之其所哀矜而辟焉，之其所敖惰而【辟】焉,辟,"1、<名>刑法;法律
<例句：制参辟铸刑书。>
2、<名>君主
<例句：荡荡上帝下民之辟。>
3、<动>征召
<例句：举孝廉不行连辟公府不就。>
4、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
5、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
6、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
7、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
8、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
9、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
10、<名>刑法;法律
<例句：制参辟铸刑书。>
11、<名>君主
<例句：荡荡上帝下民之辟。>
12、<动>征召
<例句：举孝廉不行连辟公府不就。>
13、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
14、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
15、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
16、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
17、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
18、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
19、<名>刑法;法律
<例句：制参辟铸刑书。>
20、<名>君主
<例句：荡荡上帝下民之辟。>
21、<动>征召
<例句：举孝廉不行连辟公府不就。>
22、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
23、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
24、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
25、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
26、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
27、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
",0
146,故好而知其恶，恶而知其【美】者，天下鲜矣,美,"1、<形>味美
<例句：脍炙与羊枣孰美？>
2、<形>美好
<例句：有良田美池桑竹之属。>
<例句：彼知矉美而不知矉之所以美。>
<例句：吾妻之美我者，私我也。>
3、<名>美好的人或东西
<例句：四美具，二难并。>
4、<形>善，与“恶”相对
<例句：彼将恶始而美终。>
",4 0
147,故好而知其恶，恶而知其美者，天下【鲜】矣,鲜,"1、<名>生鱼；鲜鱼
<例句：烹小鲜而数挠之，则贼其泽。>
2、<形>新鲜；美味
<例句：钓于水，鲜可食。>
3、<形>鲜明；鲜艳
<例句：芳草鲜美，落英缤纷。>
<例句：菊之爱，陶后鲜有闻。>
4、<名>生鱼；鲜鱼
<例句：烹小鲜而数挠之，则贼其泽。>
5、<形>新鲜；美味
<例句：钓于水，鲜可食。>
6、<形>鲜明；鲜艳
<例句：芳草鲜美，落英缤纷。>
<例句：菊之爱，陶后鲜有闻。>
",0
148,”此谓身【不】修不可以齐其家,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
149,”此谓身不修【不】可以齐其家,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
150,所谓治国必先齐其家者，其家【不】可教而能教人者，无之,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
151,故君子不出家而成教【于】国,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
152,故君子不出家而成教于【国】,国,"1、<名>国家
<例句：故治国无法则乱。>
2、<名>周代诸侯国以及汉以后侯王的封地
<例句：察邻国之政，无如寡人用心者。>
3、<名>国都；京都
<例句：武夫力而拘诸原，妇人暂而免诸国。>
<例句：则有去国怀乡，忧谗畏讥。>
4、<名>地方；地域
<例句：逝将去女，适彼乐国。>
",0
153,【孝】者，所以事君也；弟者，所以事长也；慈者，所以使众也,孝,"1、<形>对父母孝顺
<例句：其为子必孝。>
2、<名>服丧，多指为家中尊长服丧
<例句：我的小姐如何与别人带孝?>
<例句：孝廉>
",1 0
154,孝者，所以事君也；弟者，所以事【长】也；慈者，所以使众也,长,"1、<形>长，与“短”相对
<例句：登高而招，臂非加长也，而见者远。>
<例句：斯亦伐根以求木茂，塞源而欲流长也。>
2、<形>高；高大
<例句：荆有长松文梓楩楠豫章，宋无长木。>
3、<形>长久；久远
<例句：吾长见笑于大方之家。>
<例句：存者且偷生，死者长已矣。>
4、<形>广；广阔
<例句：长天茫茫，信耗莫通。>
<例句：而或长烟一空，皓月千里。>
5、<动>擅长
<例句：莫如以吾所长攻敌所短。>
6、<副>经常
<例句：茅檐长扫净无苔，花木成畦手自栽。>
7、<动>生长
<例句：用叶者取叶初长足时。>
8、<动>增长；滋长
<例句：盈虚者如彼，而卒莫消长也。>
<例句：淫侈之俗日日以长，是天下之大贼也。>
9、<形>年纪大；辈分高
<例句：是故无贵无贱，无长无少，道之所存，师之所存也。>
10、<形>排行第一
<例句：长子顷襄王立，以其北子兰为令尹。>
11、<名>兄；哥哥
<例句：兄长>
<例句：长兄>
<例句：阿爷无大儿，木兰无长兄。>
12、<名>首领；头领
<例句：陈涉、吴广皆次当行，为屯长。>
",0
155,《【康】诰》曰：“如保赤子,康,"1、<形>康乐；安康；安乐
<例句：黎庶康宁。>
2、<形>宽广；广大
<例句：尧乃微服游于康衢。>
3、<形>健康
<例句：四体康且直。>
4、<形>空
<例句：翰弃周鼎，宝康瓠兮。>
",0
156,”心诚【求】之，虽不中不远矣,求,"1、<动>寻找；找寻
<例句：舟止，从其所契者入水求之。>
<例句：仲永生五年，未尝识书具，忽啼求之。>
2、<动>探求；探索
<例句：予尝求古仁人之心。或异二者之为。>
<例句：以其求思之深而无不在也。>
3、<动>要求；责求
<例句：明耻教战，求杀敌也。>
<例句：且欲与常马等不可得，安求其能千里也。>
4、<动>请求；乞求
<例句：赵氏求救于齐。>
<例句：又夹百千求救声。>
5、<动>谋求；索求
<例句：秦以城求璧而赵不许。>
6、<动>访求；访问
<例句：陵降，不敢求武。>
7、<动>追求；求偶
<例句：窈窕淑女，寤寐求之。>
",0
157,”心诚求之，虽不中不【远】矣,远,"1、<形>空间距离大，跟“近”相对
<例句：登高而招，臂非加长也，而见者远。>
2、<名>远方；远方的国家或人民
<例句：劳师以袭远，非所闻也。>
3、<动>疏远
<例句：亲贤臣，远小人，此先帝所以兴隆也。>
4、<动>远离
<例句：母孙二人，更相为命，是以区区不能废远。>
5、<形>时间长、久
<例句：其远古刻尽漫失。>
6、<形>长远；深远
<例句：燕赵之君，始有远略。>
7、<动>远播
<例句：香远益清。>
8、<副>差距大
<例句：窥镜而自视，又弗如远甚。>
",1 0
158,未有学养子而【后】嫁者也,后,"1、<名>君主;帝王
<例句：其南陵夏后皋之墓也。>
2、<名>君王的正妻
<例句：太后盛气而揖之。>
3、<名>后面;后边
<例句：新妇车在后。>
4、<形>次序或时间在后的
<例句：舟与哨相后先。>
5、<名>后代子孙
<例句：孟僖子知其后必有达人。>
<例句：求太监后得二从子。>
",4 0
159,一家【仁】，一国兴仁；一家让，一国兴让；一人贪戾，一国作乱：其机如此,仁,"1、<形>仁爱；仁慈
<例句：仁以为己住，不亦重乎？>
2、<名>仁道；仁政
<例句：今王发政施仁。>
3、<名>果仁；果核中受外壳保护的部分
<例句：邺中朝士有单服杏仁枸杞黄精木车前，得益者甚多。>
",1 0
160,一家仁，一国兴【仁】；一家让，一国兴让；一人贪戾，一国作乱：其机如此,仁,"1、<形>仁爱；仁慈
<例句：仁以为己住，不亦重乎？>
2、<名>仁道；仁政
<例句：今王发政施仁。>
3、<名>果仁；果核中受外壳保护的部分
<例句：邺中朝士有单服杏仁枸杞黄精木车前，得益者甚多。>
",1 0
161,一家仁，一国兴仁；一家【让】，一国兴让；一人贪戾，一国作乱：其机如此,让,"1、<动>责问；责备
<例句：寺人披请见，公使让之，且辞焉。>
2、<动>谦让；礼让
<例句：大行不顾细谨，大礼不辞小让。>
3、<动>让给；让位给
<例句：夫古之让天子者，是去监门之养而离臣虏之劳也。>
4、<动>亚于；比……差
<例句：此个阁儿虽小，其间趣不让林泉。>
5、<动>推辞；拒绝
<例句：是以太山不让土壤，故能成其大。>
6、<动>让开；躲开
<例句：虎扑至，侧首让之。>
",2 0
162,一家仁，一国兴仁；一家让，一国兴【让】；一人贪戾，一国作乱：其机如此,让,"1、<动>责问；责备
<例句：寺人披请见，公使让之，且辞焉。>
2、<动>谦让；礼让
<例句：大行不顾细谨，大礼不辞小让。>
3、<动>让给；让位给
<例句：夫古之让天子者，是去监门之养而离臣虏之劳也。>
4、<动>亚于；比……差
<例句：此个阁儿虽小，其间趣不让林泉。>
5、<动>推辞；拒绝
<例句：是以太山不让土壤，故能成其大。>
6、<动>让开；躲开
<例句：虎扑至，侧首让之。>
",2 0
163,一家仁，一国兴仁；一家让，一国兴让；一人【贪】戾，一国作乱：其机如此,贪,"1、<动>贪财
<例句：沛公居山东时，贪于财货，好美姬。>
2、<动>贪求；贪图；不知满足地追求
<例句：秦违蹇叔，而以贪勤民。>
3、<动>贪恋；舍不得
<例句：老孙一向秉教沙门，更无一毫嫉妒之意，贪恋之心，怎么要分什么行李？>
",1 0
164,一家仁，一国兴仁；一家让，一国兴让；一人贪戾，一国作【乱】：其机如此,乱,"1、<形>紊乱；没有秩序；没有条理
<例句：吾视其辙乱，望其旗靡，故逐之。>
2、<动>混杂；混淆
<例句：晓雾将歇，猿鸟乱鸣。>
3、<动>战乱；动乱
<例句：自云先世避秦时乱，率妻子邑人来此绝境。>
4、<动>叛乱；作乱；反叛
<例句：一夫夜呼，乱者四应。>
5、<动>扰乱；破坏
<例句：无丝竹之乱耳，无案牍之劳形。>
6、<形>不安定；不太平；与“治”相对
<例句：明于治乱，娴于辞令。>
7、<形>慌乱；零乱
<例句：使其耳目习于钟鼓旌旗之间而不乱。>
8、<名>乐曲的最后一段或辞赋中总括全篇要旨的最后一段文字
<例句：乱曰：鸾鸟凤皇，日以远兮。>
9、<名>男女间的正当关系
<例句：男女淫乱。>
",3 0
165,一家仁，一国兴仁；一家让，一国兴让；一人贪戾，一国作乱：其【机】如此,机,"1、<名>弩机；弓弩上发射箭的机关
<例句：操弓关机>
2、<名>泛指器械的机关
<例句：虽一龙发机，而七首不动。>
3、<名>机械；器械
<例句：公输般为楚设机。>
4、<名>织布机
<例句：鸡鸣入机织，夜夜不得息。>
5、<名>事物的关键
<例句：治乱之机，在于明选而已矣。>
6、<名>时机；机会
<例句：成败之机，在于今日。>
7、<形>重要的；关键的
<例句：勖久在中书，专管机事。>
8、<名>事务，专指国家政务
<例句：掌丞天子，助理万机。>
9、<名>事物的细微迹象或动向
<例句：所赖君子见机，达人知命。>
10、<形>机灵；机巧
<例句：太祖少机警。>
",0
166,尧、舜率天下【以】仁，而民从之,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",0
167,尧、舜率天下以仁，而民从【之】,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",0
168,桀、纣率天下【以】暴，而民从之,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",0
169,桀、纣率天下以【暴】，而民从之,暴,"1、<形>又猛又急;突然
<例句：屠暴起以刀劈狼首。>
<例句：雍水暴益荆人弗知。>
2、<形>凶残
<例句：伐无道诛暴秦。>
3、<动>欺凌;损害
<例句：并皆暴犯百姓。>
4、<形>急躁;暴躁
<例句：我有亲父兄性行暴如雷。>
5、<动>晒,后作“曝”
<例句：虽又槁暴不复挺者。>
6、<动>暴露
<例句：暴霜露斩荆棘以有尺寸之地。>
7、<形>又猛又急;突然
<例句：屠暴起以刀劈狼首。>
<例句：雍水暴益荆人弗知。>
8、<形>凶残
<例句：伐无道诛暴秦。>
9、<动>欺凌;损害
<例句：并皆暴犯百姓。>
10、<形>急躁;暴躁
<例句：我有亲父兄性行暴如雷。>
11、<动>晒,后作“曝”
<例句：虽又槁暴不复挺者。>
12、<动>暴露
<例句：暴霜露斩荆棘以有尺寸之地。>
",8 0
170,桀、纣率天下以暴，而民从【之】,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",0
171,其所令【反】其所好，而民不从,反,"1、<形>方向相背；颠倒的
<例句：正>
<例句：非务相反也，时势异也。>
2、<动>翻转；翻覆
<例句：求之不得，展转反侧。>
3、<动>通“返”
<例句：寒暑易节，始一反焉。>
4、<动>背叛；造反
<例句：日夜望将军至，岂敢反乎。>
5、<动>违反；反对
<例句：反古者未必可非。>
6、<动>类推
<例句：举一隅，不以三隅反，则不复也。>
7、<动>反省
<例句：纣居于宣室而不及反其过。>
8、<副>反倒；反而
<例句：信知生男恶，反是生女好。>
<例句：今其智乃反不能及。>
",1 0
172,其所令反其所好，而民【不】从,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
173,是故君子【有】诸己而后求诸人，无诸己而后非诸人,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",0
174,是故君子有诸己而【后】求诸人，无诸己而后非诸人,后,"1、<名>君主;帝王
<例句：其南陵夏后皋之墓也。>
2、<名>君王的正妻
<例句：太后盛气而揖之。>
3、<名>后面;后边
<例句：新妇车在后。>
4、<形>次序或时间在后的
<例句：舟与哨相后先。>
5、<名>后代子孙
<例句：孟僖子知其后必有达人。>
<例句：求太监后得二从子。>
",4 0
175,是故君子有诸己而后求诸人，无诸己而【后】非诸人,后,"1、<名>君主;帝王
<例句：其南陵夏后皋之墓也。>
2、<名>君王的正妻
<例句：太后盛气而揖之。>
3、<名>后面;后边
<例句：新妇车在后。>
4、<形>次序或时间在后的
<例句：舟与哨相后先。>
5、<名>后代子孙
<例句：孟僖子知其后必有达人。>
<例句：求太监后得二从子。>
",4 0
176,所【藏】乎身不恕，而能喻诸人者，未之有也,藏,"1、<动>收藏谷物
<例句：春耕，夏耘，秋获，冬藏。>
2、<动>收藏；保存；贮藏
<例句：善刀而藏之。>
<例句：庄宗受而藏之于庙>
3、<动>隐藏；私藏
<例句：见瓶水之冰，而知天下之寒，鱼鳖之藏也。>
<例句：部中老胥，家藏伪章。>
4、<名>贮藏财物的地方；仓库
<例句：是造物者无尽藏也。>
5、<名>通“脏”
<例句：未至二三里，摧藏马悲哀。>
6、<动>收藏谷物
<例句：春耕，夏耘，秋获，冬藏。>
7、<动>收藏；保存；贮藏
<例句：善刀而藏之。>
<例句：庄宗受而藏之于庙>
8、<动>隐藏；私藏
<例句：见瓶水之冰，而知天下之寒，鱼鳖之藏也。>
<例句：部中老胥，家藏伪章。>
9、<名>贮藏财物的地方；仓库
<例句：是造物者无尽藏也。>
10、<名>通“脏”
<例句：未至二三里，摧藏马悲哀。>
",0
177,所藏乎身【不】恕，而能喻诸人者，未之有也,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
178,所藏乎身不恕，而能【喻】诸人者，未之有也,喻,"1、<动>明白
<例句：未尝不临文嗟悼，不能喻之于怀。>
2、<动>比喻
<例句：王好战，请以战喻。>
3、<动>表达
<例句：故作书以喻意。>
",1 0
179,所藏乎身不恕，而能喻诸人者，未【之】有也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",0
180,《诗》云：“桃【之】夭夭，其叶蓁蓁,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",0
181,之【子】于归，宜其家人,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",0
182,之子【于】归，宜其家人,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
183,之子于归，【宜】其家人,宜,"1、<形>适宜；合适
<例句：世易时移，变法宜矣。>
2、<动>应当；应该
<例句：不宜妄自菲薄，引喻失义，以塞忠谏之路也。>
3、<副>大概；也许
<例句：将军擒操，宜在今日。>
4、<副>当然
<例句：宜乎百姓之谓我爱也。>
5、<名>事宜；事情
<例句：悠悠非吾匹，畴昔应俗宜？>
",1 0
