,Unnamed: 0,句子,字,释义,正确选项（填序号）：
1237,1237,子曰：“文武【之】政，布在方策,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
268,268,子曰：“回之为人也，择乎【中】庸，得一善，则拳拳服膺弗失之矣,中,"1、<名>内；里
<例句：一屠晚归，担中肉尽。>
2、<名>中间；内部
<例句：有大石当中流。>
3、<形>半；一半
<例句：若中道而归，何异断斯织乎。>
4、<形>中等；不高，不低
<例句：上书谏寡人者，受中赏。>
5、<名>内心
<例句：深中隐厚。>
6、<名>中国
<例句：图画之设彩者，用水彩，中外所同也。>
7、<动>符合
<例句：木直中绳，輮以为轮，其曲中规。>
8、<动>射中
<例句：见其矢十中八九。>
9、<动>击中
<例句：乃引其匕首提秦王，不中。>
10、<动>考中
<例句：你恭喜中了举人。>
11、<动>猜中
<例句：射者中，弈者胜。>
12、<动>中伤
<例句：臧怒，欲中守法。>
13、<名>内；里
<例句：一屠晚归，担中肉尽。>
14、<名>中间；内部
<例句：有大石当中流。>
15、<形>半；一半
<例句：若中道而归，何异断斯织乎。>
16、<形>中等；不高，不低
<例句：上书谏寡人者，受中赏。>
17、<名>内心
<例句：深中隐厚。>
18、<名>中国
<例句：图画之设彩者，用水彩，中外所同也。>
19、<动>符合
<例句：木直中绳，輮以为轮，其曲中规。>
20、<动>射中
<例句：见其矢十中八九。>
21、<动>击中
<例句：乃引其匕首提秦王，不中。>
22、<动>考中
<例句：你恭喜中了举人。>
23、<动>猜中
<例句：射者中，弈者胜。>
24、<动>中伤
<例句：臧怒，欲中守法。>
",0
992,992,武王缵大王、王季、文王之绪，一戎衣而【有】天下,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",2
665,665,君【子】素其位而行，不愿乎其外,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",4
1079,1079,【父】母之丧，无贵贱，一也,父,"1、<名>父亲
<例句：父子妻子不相见。>
2、<名>对男性长辈的通称
<例句：楚左尹项伯者，项羽季父也。>
<例句：迨诸父异爨，内外多置小门。>
3、<名>从事某种职业或劳动的男子
<例句：渔父见而问之。>
4、<名>古代对男子的美称
<例句：昔尼父之在陈兮，有‘归与’之叹音。>
<例句：长乐王回深父，余弟安国平、安上纯父。>
5、<名>父亲
<例句：父子妻子不相见。>
6、<名>对男性长辈的通称
<例句：楚左尹项伯者，项羽季父也。>
<例句：迨诸父异爨，内外多置小门。>
7、<名>从事某种职业或劳动的男子
<例句：渔父见而问之。>
8、<名>古代对男子的美称
<例句：昔尼父之在陈兮，有‘归与’之叹音。>
<例句：长乐王回深父，余弟安国平、安上纯父。>
",1
1395,1395,知，仁，勇，三者天下之达德也，所以行之者一【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",1
1359,1359,“天下之达道五，所以行之者【三】,三,"1、<数>三；第三
2、<数>再三；多次；多（年）
<例句：三岁贯女，莫我肯顾。>
<例句：范增数目项王，举所佩玉玦以示之者三。>
<例句：三尺>
",2
302,302,子曰：“天下国家可均也，爵禄可辞也，白刃可蹈也，中庸不可【能】也,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",5
152,152,子曰：“道之不行也，我知之矣：知者过之，【愚】者不及也,愚,"1、<形>愚昧；愚蠢
<例句：使君一何愚。>
<例句：于废先王之道，焚百家之言，以愚黔首。>
2、<名>愚人
<例句：是故圣益圣，愚益愚。>
3、<代>自称的谦词
<例句：愚以为宫中之事，事无大小，悉以咨之，然后施行。>
",1
1146,1146,序【事】，所以辨贤也,事,"1、<名>事情
<例句：及其所之既倦，情随事迁，感慨系之矣。>
2、<名>特指战事
<例句：延及孝文王、庄襄王，享国之日浅，国家无事。>
3、<名>政治事务
<例句：赵太后新用事。>
4、<动>从事；做
<例句：如曰今日当一切不事事。>
5、<动>侍奉；服侍
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
6、<量>件；样；种
<例句：献白玉箫管百事。>
",3
927,927,故栽者培之，倾者【覆】之,覆,"1、<动>翻；翻转过来
<例句：譬如平地，虽覆一篑，进，吾往也。>
<例句：樊哙覆其盾于地。>
2、<动>覆没
<例句：至于颠覆，理固宜然。>
3、<动>遮盖；掩蔽
<例句：公阅毕，即解貂覆生，为掩户。>
<例句：枝枝相覆盖，叶叶相交通。>
4、<动>伏兵
<例句：楚人坐其北门而覆山下，大败之。>
5、<动>审察
<例句：反覆覆愚臣之言。>
6、<副>反；反而
<例句：不惩其心，覆怨其正。>
7、<动>通“复”，回复，回
<例句：赏赐决于外，不从中覆也。>
",2
347,347,衽金革，死而不厌，北方【之】强也，而强者居之,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
219,219,，其斯以【为】舜乎,为,"1、做。
<例句：谁为大王为此计者。>
<例句：为之，则难者亦易矣；不为，则易者亦难矣。>
2、成为。
<例句：吾令人望其气，皆为龙虎，成五采。>
3、担任。
<例句：陈胜、吴广皆次当行，为屯长。>
<例句：公为都御史，与太监某守辽东。>
4、是，算是。
<例句：如今人方为刀俎，我为鱼肉。>
<例句：中峨冠而多髯者为东坡。>
<例句：若止印三二本，未为简易。>
5、通""谓""。可译为""说""。
<例句：孔子不能决也，两小儿笑曰：“孰为汝多知乎！”>
6、表被动。
<例句：吾属今为之虏矣。>
<例句：身客死于秦，为天下笑。>
<例句：焦仲卿妻刘氏，为促卿母所遣。>
7、给，替。
<例句：疱丁为文惠君解牛。>
<例句：旦日飨士卒，为击破沛公军！>
<例句：此人一一为具言所闻。（介词后面省略宾语""之""，""为之具言所闻""即给桃花园中的人详细地说出所听说的事情。>
8、向，对。
<例句：如姬为公子泣。>
<例句：媪之送燕后也，持其踵为之泣。>
9、因为。
<例句：百姓之不见保，为不用恩焉。>
<例句：盘庚不为怨者故改其度。>
10、语气词：位于句尾，表疑问、感叹、反诘，可译为""呢""。
<例句：何故怀瑾握瑜，而自令见放为？>
<例句：何辞为？>
11、介词：位于名词前，指某一事物通过某种目的成为另一种专有事物，可译为“作为”。
<例句：吕不韦乃以五百金与子楚，为进用，结宾客。>
",2
1390,1390,知，仁，勇，三者天下之达德也，所【以】行之者一也,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",8
1015,1015,宗庙飨【之】，子孙保之,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",1
1244,1244,其人存，则【其】政举；其人亡，则其政息,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",2
298,298,子曰：“天下国家可均也，爵禄可辞也，白刃可蹈也，【中】庸不可能也,中,"1、<名>内；里
<例句：一屠晚归，担中肉尽。>
2、<名>中间；内部
<例句：有大石当中流。>
3、<形>半；一半
<例句：若中道而归，何异断斯织乎。>
4、<形>中等；不高，不低
<例句：上书谏寡人者，受中赏。>
5、<名>内心
<例句：深中隐厚。>
6、<名>中国
<例句：图画之设彩者，用水彩，中外所同也。>
7、<动>符合
<例句：木直中绳，輮以为轮，其曲中规。>
8、<动>射中
<例句：见其矢十中八九。>
9、<动>击中
<例句：乃引其匕首提秦王，不中。>
10、<动>考中
<例句：你恭喜中了举人。>
11、<动>猜中
<例句：射者中，弈者胜。>
12、<动>中伤
<例句：臧怒，欲中守法。>
13、<名>内；里
<例句：一屠晚归，担中肉尽。>
14、<名>中间；内部
<例句：有大石当中流。>
15、<形>半；一半
<例句：若中道而归，何异断斯织乎。>
16、<形>中等；不高，不低
<例句：上书谏寡人者，受中赏。>
17、<名>内心
<例句：深中隐厚。>
18、<名>中国
<例句：图画之设彩者，用水彩，中外所同也。>
19、<动>符合
<例句：木直中绳，輮以为轮，其曲中规。>
20、<动>射中
<例句：见其矢十中八九。>
21、<动>击中
<例句：乃引其匕首提秦王，不中。>
22、<动>考中
<例句：你恭喜中了举人。>
23、<动>猜中
<例句：射者中，弈者胜。>
24、<动>中伤
<例句：臧怒，欲中守法。>
",0
456,456,夫【妇】之不肖，可以能行焉；及其至也，虽圣人亦有所不能焉,妇,"1、<名>妻子
<例句：十七为君妇。>
2、<名>儿媳
<例句：君家妇难为。>
3、<名>已婚女子的通称
<例句：太后曰：‘丈夫亦爱怜其少子乎？’对曰：‘甚于妇人’。>
<例句：听妇前致词，三男邺城戍。>
",3
113,113,仲尼曰：“君子中庸，小人反中庸，君子之中庸也，君子而时中；【小】人之中庸也，小人而无忌惮也,小,"1、<形>小
<例句：小大之狱，虽不能察，必以情。>
2、<形>年纪幼小；排行在后的
<例句：洞庭龙君小女也。>
3、<形>地位低下的
<例句：愿为小相焉。>
4、<动>小看；轻视
<例句：心卑卿相，志小万乘。>
",3
918,918,必得其名，必得其寿，故天之生物，必因其材【而】笃焉,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",2
1183,1183,践其位，行其礼，奏其乐，敬其所尊，爱其所亲，【事】死如事生，事亡如事存，孝之至也,事,"1、<名>事情
<例句：及其所之既倦，情随事迁，感慨系之矣。>
2、<名>特指战事
<例句：延及孝文王、庄襄王，享国之日浅，国家无事。>
3、<名>政治事务
<例句：赵太后新用事。>
4、<动>从事；做
<例句：如曰今日当一切不事事。>
5、<动>侍奉；服侍
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
6、<量>件；样；种
<例句：献白玉箫管百事。>
",5
360,360,故君子和而不【流】,流,"1、<动>水流动
<例句：泉涓涓而始流。>
2、<形>泛指流动
<例句：伏尸百万，流血漂橹。>
3、<动>时间的流逝
<例句：则虽年光倒流。>
4、<动>流浪；漂泊
<例句：此商人所以兼并农人，农人所以流亡者也。>
5、<动>流放；放逐
<例句：虽放流，眷顾楚国。>
6、<动>流传；传播
<例句：流毒下国。>
7、<名>河流；水流
<例句：不积小流，无以成江海。>
8、<名>流派；派别
<例句：遂博通众流百家之言。>
9、<名>某一类人；同一类人
<例句：退而思其言，类东方生滑稽之流。>
",0
420,420,君子依乎中庸，遁世不见【知】而不悔，唯圣者能之,知,"1、<动>知道；了解
<例句：故察己则可以知人。>
2、<动>认识；识别
<例句：其真无马邪？其真不知马也。>
3、<名>知觉；感觉
<例句：官知止而神欲行。>
4、<动>感到；觉得
<例句：春江水暖鸭先知。>
5、<动>交好；相亲
<例句：公孙明知叔孙于齐。>
6、<名>交情
<例句：绝宾客之知。>
7、<名>朋友
<例句：悲歌辞旧爱，衔泪觅新知。>
8、<动>主持
<例句：吾与之共知赵国之政。>
9、通“智”
<例句：君子博学而日参乎己，则知明而行无过矣。>
10、<动>知道；了解
<例句：故察己则可以知人。>
11、<动>认识；识别
<例句：其真无马邪？其真不知马也。>
12、<名>知觉；感觉
<例句：官知止而神欲行。>
13、<动>感到；觉得
<例句：春江水暖鸭先知。>
14、<动>交好；相亲
<例句：公孙明知叔孙于齐。>
15、<名>交情
<例句：绝宾客之知。>
16、<名>朋友
<例句：悲歌辞旧爱，衔泪觅新知。>
17、<动>主持
<例句：吾与之共知赵国之政。>
18、通“智”
<例句：君子博学而日参乎己，则知明而行无过矣。>
",1
1377,1377,曰：君臣也，父子也，夫妇也，昆弟也，朋友之交也，五者天【下】之达道也,下,"1、<名>下面；位置较低的处所
<例句：上食埃土，下饮黄泉。>
2、<形>低
<例句：此地势高下之不同也。>
3、<形>下等；次序在后的
<例句：闻寡之耳者，受下赏。>
4、<名>地位低下的人；职务低的人；下级
<例句：且相如素贱人，吾羞，不忍为之下。>
5、<动>从高处到低处
<例句：转入石门，越天都之胁而下。>
6、<动>降下；落下
<例句：纷纷暮雪下辕门。>
7、<动>下坠
<例句：项王泣数行下。>
8、<动>到……去
<例句：君乃自湖南溯江，下上海。>
9、<动>下达；颁布
<例句：维扬帅下逐客之令。>
10、<动>攻下；攻占
<例句：蕲下，乃令符离人葛婴将兵徇蕲以东。>
11、<动>少于；低于
<例句：今之众人，其下圣人也亦矣。>
12、<动>谦下；降低身份去交往
<例句：公子为人，仁而下士。>
13、<量>表示动作的次数
<例句：忽然抚尺一下，群响毕绝。>
14、<名>方面；方
<例句：今若取此以断两下相杀，则合于礼矣。>
",1
1435,1435,或安而行之，或利而行之，或勉强而行之，及其成【功】，一也,功,"1、<名>事情；工作
<例句：上入执宫功。>
<例句：三日劝农功。>
2、<名>功效；成绩
<例句：驽马十驾，功在不舍。>
<例句：今若断斯织也，则捐失成功。>
3、<名>功业；事业
<例句：管仲晏子之功，可复许乎？>
<例句：降龄何促，功败垂成。>
4、<名>功劳；功勋
<例句：以相如功大，拜为上卿。>
<例句：位尊而无功，奉厚而无劳。>
<例句：欲诛有功之人，此亡秦之续耳。>
5、<名>功用；用处
<例句：譬若以肉投馁虎，何功之有哉？>
6、<名>功德；恩德
<例句：今恩足以及禽兽，而功不至于百姓者，独何与？>
<例句：良吏亦多以脱人于死为功，而不求其情。>
7、<形>精善
<例句：器械不功。>
8、<名>丧服名
<例句：外无期功强近之亲，内载应门五尺之童。>
",3
1253,1253,其人存，则其政举；其人亡，则其政【息】,息,"1、<名>气息；呼吸时进出的气
<例句：生物之以息相吹也。>
2、<动>呼吸；喘气
<例句：当闭目，数息可达矣。>
3、<动>叹息；叹气
<例句：北山愚公长息曰。>
4、<动>休息
<例句：鸡鸣入机织，夜夜不得息。>
5、<动>止息；停止
<例句：归去来兮，请息交以绝游。>
6、<动>平息
<例句：鸢飞戾天者，望峰息心。>
7、<动>通“熄”，熄灭
<例句：俄而家果失火，邻里共救之，幸而得息。>
8、<动>增长
<例句：消息盈虚，终则有始。>
9、<动>繁殖；繁育
<例句：是助王息其民也，何以至今不业也。>
10、<名>子女，特称儿子
<例句：门衰祚薄，晚有儿息。>
11、<名>利息
<例句：此我产业之花息也。>
12、<名>气息；呼吸时进出的气
<例句：生物之以息相吹也。>
13、<动>呼吸；喘气
<例句：当闭目，数息可达矣。>
14、<动>叹息；叹气
<例句：北山愚公长息曰。>
15、<动>休息
<例句：鸡鸣入机织，夜夜不得息。>
16、<动>止息；停止
<例句：归去来兮，请息交以绝游。>
17、<动>平息
<例句：鸢飞戾天者，望峰息心。>
18、<动>通“熄”，熄灭
<例句：俄而家果失火，邻里共救之，幸而得息。>
19、<动>增长
<例句：消息盈虚，终则有始。>
20、<动>繁殖；繁育
<例句：是助王息其民也，何以至今不业也。>
21、<名>子女，特称儿子
<例句：门衰祚薄，晚有儿息。>
22、<名>利息
<例句：此我产业之花息也。>
",5
946,946,宜民宜人，受禄于天，保佑命【之】，自天申之,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",5
1381,1381,知，【仁】，勇，三者天下之达德也，所以行之者一也,仁,"1、<形>仁爱；仁慈
<例句：仁以为己住，不亦重乎？>
2、<名>仁道；仁政
<例句：今王发政施仁。>
3、<名>果仁；果核中受外壳保护的部分
<例句：邺中朝士有单服杏仁枸杞黄精木车前，得益者甚多。>
",1
1370,1370,曰：君臣也，父子也，夫妇也，昆弟也，【朋】友之交也，五者天下之达道也,朋,"1、<量>货币单位
<例句：锡我百朋。>
2、<名>朋友
<例句：斯人无良朋。>
3、<动>结党；互相勾结
<例句：世并举而好朋兮。>
<例句：朋比为奸>
4、<动>比；伦比
<例句：硕大无朋。>
5、<动>同；齐
<例句：李杜司职，朋心合力。>
",2
204,204,与！舜好问而好察迩【言】,言,"1、<动>说；谈论
<例句：此人一一为具言所闻。>
<例句：吾能弭谤矣，乃不敢言。>
2、<名>言语；言论
<例句：至军中，具以沛公言报项王。>
<例句：王不听，于国人莫敢出言，三年，乃流王于彘。>
3、<名>一字为一言
<例句：因为长句，歌以赠之，凡六百一十六言。>
4、<名>一句为言
<例句：今吾且死，而侯生曾无一言半辞送我，我岂有所失哉？>
5、<名>著作；书籍
<例句：焚百家之言，以愚黔首。>
6、<助>无实在意义
<例句：世与我相违，复驾言兮焉求？>
7、词缀，多用于动词之前
<例句：既盟之后，言归于好。>
",2
159,159,道之不【明】也，我知之矣：贤者过之，不肖者不及也,明,"1、<形>明亮
<例句：至莫夜月明，独与迈乘小舟至绝壁下。>
2、<动>照亮
<例句：方是时余之力尚足以入，火尚足以明也。>
3、<形>明白；清楚
<例句：名实已明，而天下之理得矣。>
4、<动>证明；说明
<例句：亦以明死生之大，匹夫之有重于社稷也。>
5、<动>明确
<例句：明法度，定律令，皆以始皇起。>
6、<形>英明；高明；明智
<例句：臣虽下愚，知其不可，而况于明哲乎。>
7、<名>智慧
<例句：积善成德，而神明自得，圣心备焉。>
8、<名>视力
<例句：明足以察秋毫之末。>
9、<形>次；下一个（专指年、月、日）
<例句：明年，贫僧自南海还。>
10、<名>明朝
",3
