,sentences,words,meanings,labels
735,今夫山，一卷石之多，及其广大，草木生之，禽兽居之，宝藏兴焉，今夫水，一勺之多，及其不测，鼋、鼍、蛟龙、鱼鳖生焉，货财【殖】焉,殖,"1、<动>繁殖；生长
<例句：禽兽胎消不殖。>
<例句：草木殖焉，鸟兽育焉。>
<例句：财用蕃殖。>
2、<动>种植
<例句：农殖嘉谷。>
3、<动>经商
<例句：子贡殖于卫。>
4、<动>繁殖；生长
<例句：禽兽胎消不殖。>
<例句：草木殖焉，鸟兽育焉。>
<例句：财用蕃殖。>
5、<动>种植
<例句：农殖嘉谷。>
6、<动>经商
<例句：子贡殖于卫。>
",4
736,今夫山，一卷石之多，及其广大，草木生之，禽兽居之，宝藏兴焉，今夫水，一勺之多，及其不测，鼋、鼍、蛟龙、鱼鳖生焉，货财殖【焉】,焉,"1、常用在句末，一般可不译出。
<例句：于是余有叹焉。>
2、有时用于反诘语气，可译为""呢""。
<例句：万钟于我何加焉！>
3、""焉""在句中，作形容词、副词词尾，表示语气上的停顿。
<例句：硿硿焉，余固笑而不信也。>
4、代词。相当于""之""。
<例句：使皇武子辞焉。>
<例句：惟俟夫观人风者得焉。>
<例句：犹且从师而问焉。>
<例句：去今之墓而葬焉，其为时止十有一月耳。>
5、疑问代词。译为""什么""、""哪里""等。
<例句：面目美好者，焉故必知者。>
<例句：且焉置土石？>
<例句：未知生，焉知死>
<例句：割鸡焉用牛刀>
6、兼词。相当于""于是""、""于之""等。
<例句：必死是间，余收尔骨焉。>
<例句：微波入焉。>
",6
737,《【诗】》曰：“惟天之命，于穆不已！”盖曰天之所以为天也,诗,"1、<名>一种文学体裁；诗歌
<例句：时人伤之，为诗云尔。>
2、<名>指《诗经》
<例句：诗云：‘他人有心，予忖度之。’>
",2
738,《诗》【曰】：“惟天之命，于穆不已！”盖曰天之所以为天也,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
739,《诗》曰：“【惟】天之命，于穆不已！”盖曰天之所以为天也,惟,"1、<动>思考；考虑
<例句：惟王君之心，岂爱人之善。>
<例句：伏惟圣朝以孝治天下。>
2、<副>只；只是
<例句：不闻机杼声，惟闻女叹息。>
3、<介>因为
<例句：惟思既往也故生留恋心。>
4、<助>句首表语气希望
<例句：惟先生速图。>
<例句：惟>
<例句：唯>
<例句：维>
<例句：思>
<例句：惟>
<例句：维>
<例句：只>
<例句：惟>
<例句：唯>
",2
740,《诗》曰：“惟【天】之命，于穆不已！”盖曰天之所以为天也,天,"1、<名>天空
<例句：是日也，天朗气清，惠风和畅。>
<例句：其容清明，天高日晶。>
<例句：天似穹庐，笼盖四野。>
2、<名>天气；气候
<例句：可怜身上衣正单，心忧炭贱愿天寒。>
3、<名>自然；本性
<例句：依乎天理，批大郤，导大窾。>
4、<名>古代人们想像中万事万物的主宰者
<例句：秦违蹇叔而以贪勤民，天奉我也。>
<例句：隘而不列，天赞我也。>
<例句：此天亡我也，非战之罪也。>
5、<名>人们赖以生存的人物
<例句：王者以民人为天，而民人以食为天。>
",4
741,《诗》曰：“惟天【之】命，于穆不已！”盖曰天之所以为天也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
742,《诗》曰：“惟天之【命】，于穆不已！”盖曰天之所以为天也,命,"1、<动>差使；命令
<例句：或命巾车，或棹孤舟。>
2、<名>命令
<例句：臣以供养无主，辞不赴命。>
3、<名>命运；天命
<例句：大命将泛，莫之振救。>
<例句：死生有命，富贵在天。>
4、<名>生命
<例句：母孙二人，更相为命。>
5、<动>命名
<例句：凡六百一十六言，命曰《琵琶行》。>
6、<动>任用
<例句：天子疏爵以命之。>
",3
743,《诗》曰：“惟天之命，【于】穆不已！”盖曰天之所以为天也,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",4
744,《诗》曰：“惟天之命，于【穆】不已！”盖曰天之所以为天也,穆,"1、<形>和畅；美好
<例句：吉甫作诵，穆如清风。>
2、<形>恭敬；严肃
<例句：穆皇皇。>
3、<形>通“睦”，和睦
<例句：而与夏侯尚不穆。>
4、<名>古代宗庙的次序；始祖庙居中，以下按父子的辈分排列为昭、穆；左为昭，右穆
",2
745,《诗》曰：“惟天之命，于穆【不】已！”盖曰天之所以为天也,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
746,《诗》曰：“惟天之命，于穆不【已】！”盖曰天之所以为天也,已,"1、<动>停止
<例句：死而后已，不亦远乎？>
<例句：学不可以已。>
2、<动>完毕；完了
<例句：剑斩虞常已。>
3、<动>治愈；消除
<例句：可以已大风、挛踠、瘘、疠。>
4、<动>罢了；算了
<例句：诸君无意则已，诸君而有意，瞻予马首可也。>
5、<副>已经
<例句：舟已行矣，而剑不行。>
<例句：汉皆已得楚乎？>
6、<副>随后；随即
<例句：庭中始为篱，已为墙，凡再变矣。>
7、<副>太；过于
<例句：死而湮没不足道者，亦已众矣。>
8、<介>通“以”
<例句：上>
<例句：下>
<例句：东>
<例句：西>
<例句：五代时始印五经，已后典籍皆为板本。>
9、<助>同“矣”
<例句：有如周公之才之美，使骄且吝，其余不足观也已。>
",1
747,《诗》曰：“惟天之命，于穆不已！”【盖】曰天之所以为天也,盖,"1、<名>用草编的覆盖物
2、<动>遮盖；掩盖
<例句：枝枝相覆盖，叶叶相交通。>
<例句：天似穹庐，笼盖四野。>
3、<动>胜过；超过
<例句：力拔山兮气盖世。>
<例句：况刘豫州王室之胄，英才盖世，众士仰慕。>
4、<副>表下而说的话带推测性，用在句首，相当于“推想”、“大概”
<例句：盖其又深，则其至又加少矣。>
5、<副>大概；大约
<例句：善始者实繁，克终者盖寡。>
<例句：吾之意盖谓以汝之弱，必不能禁失吾之悲。>
6、<连>连接上句或上一段，表示解说原由
<例句：本来>
<例句：原来>
<例句：忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。>
<例句：盖失强援，不能独完。>
7、<助>用于句首，表示要发表议论
<例句：盖儒者所争，尤在于名实。>
8、通“盍”
9、<副>何；怎么
<例句：技盖至此乎？>
10、兼词，何不
<例句：盖亦反其本矣。>
11、<名>用草编的覆盖物
12、<动>遮盖；掩盖
<例句：枝枝相覆盖，叶叶相交通。>
<例句：天似穹庐，笼盖四野。>
13、<动>胜过；超过
<例句：力拔山兮气盖世。>
<例句：况刘豫州王室之胄，英才盖世，众士仰慕。>
14、<副>表下而说的话带推测性，用在句首，相当于“推想”、“大概”
<例句：盖其又深，则其至又加少矣。>
15、<副>大概；大约
<例句：善始者实繁，克终者盖寡。>
<例句：吾之意盖谓以汝之弱，必不能禁失吾之悲。>
16、<连>连接上句或上一段，表示解说原由
<例句：本来>
<例句：原来>
<例句：忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。>
<例句：盖失强援，不能独完。>
17、<助>用于句首，表示要发表议论
<例句：盖儒者所争，尤在于名实。>
18、通“盍”
19、<副>何；怎么
<例句：技盖至此乎？>
20、兼词，何不
<例句：盖亦反其本矣。>
",4
748,《诗》曰：“惟天之命，于穆不已！”盖【曰】天之所以为天也,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
749,《诗》曰：“惟天之命，于穆不已！”盖曰【天】之所以为天也,天,"1、<名>天空
<例句：是日也，天朗气清，惠风和畅。>
<例句：其容清明，天高日晶。>
<例句：天似穹庐，笼盖四野。>
2、<名>天气；气候
<例句：可怜身上衣正单，心忧炭贱愿天寒。>
3、<名>自然；本性
<例句：依乎天理，批大郤，导大窾。>
4、<名>古代人们想像中万事万物的主宰者
<例句：秦违蹇叔而以贪勤民，天奉我也。>
<例句：隘而不列，天赞我也。>
<例句：此天亡我也，非战之罪也。>
5、<名>人们赖以生存的人物
<例句：王者以民人为天，而民人以食为天。>
",4
750,《诗》曰：“惟天之命，于穆不已！”盖曰天【之】所以为天也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
751,《诗》曰：“惟天之命，于穆不已！”盖曰天之【所】以为天也,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",5
752,《诗》曰：“惟天之命，于穆不已！”盖曰天之所【以】为天也,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",8
753,《诗》曰：“惟天之命，于穆不已！”盖曰天之所以【为】天也,为,"1、做。
<例句：谁为大王为此计者。>
<例句：为之，则难者亦易矣；不为，则易者亦难矣。>
2、成为。
<例句：吾令人望其气，皆为龙虎，成五采。>
3、担任。
<例句：陈胜、吴广皆次当行，为屯长。>
<例句：公为都御史，与太监某守辽东。>
4、是，算是。
<例句：如今人方为刀俎，我为鱼肉。>
<例句：中峨冠而多髯者为东坡。>
<例句：若止印三二本，未为简易。>
5、通""谓""。可译为""说""。
<例句：孔子不能决也，两小儿笑曰：“孰为汝多知乎！”>
6、表被动。
<例句：吾属今为之虏矣。>
<例句：身客死于秦，为天下笑。>
<例句：焦仲卿妻刘氏，为促卿母所遣。>
7、给，替。
<例句：疱丁为文惠君解牛。>
<例句：旦日飨士卒，为击破沛公军！>
<例句：此人一一为具言所闻。（介词后面省略宾语""之""，""为之具言所闻""即给桃花园中的人详细地说出所听说的事情。>
8、向，对。
<例句：如姬为公子泣。>
<例句：媪之送燕后也，持其踵为之泣。>
9、因为。
<例句：百姓之不见保，为不用恩焉。>
<例句：盘庚不为怨者故改其度。>
10、语气词：位于句尾，表疑问、感叹、反诘，可译为""呢""。
<例句：何故怀瑾握瑜，而自令见放为？>
<例句：何辞为？>
11、介词：位于名词前，指某一事物通过某种目的成为另一种专有事物，可译为“作为”。
<例句：吕不韦乃以五百金与子楚，为进用，结宾客。>
",4
754,《诗》曰：“惟天之命，于穆不已！”盖曰天之所以为【天】也,天,"1、<名>天空
<例句：是日也，天朗气清，惠风和畅。>
<例句：其容清明，天高日晶。>
<例句：天似穹庐，笼盖四野。>
2、<名>天气；气候
<例句：可怜身上衣正单，心忧炭贱愿天寒。>
3、<名>自然；本性
<例句：依乎天理，批大郤，导大窾。>
4、<名>古代人们想像中万事万物的主宰者
<例句：秦违蹇叔而以贪勤民，天奉我也。>
<例句：隘而不列，天赞我也。>
<例句：此天亡我也，非战之罪也。>
5、<名>人们赖以生存的人物
<例句：王者以民人为天，而民人以食为天。>
",4
755,《诗》曰：“惟天之命，于穆不已！”盖曰天之所以为天【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",1
756,“【于】乎不显，文王之德之纯！”盖曰文王之所以为文也，纯亦不已,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",4
757,“于【乎】不显，文王之德之纯！”盖曰文王之所以为文也，纯亦不已,乎,"1、表疑问语气，可译为""吗""""呢""。
<例句：儿寒乎？欲食乎？>
<例句：岂有相公此时出见客乎？>
<例句：欲安所归乎？>
2、表测度语气，可译为""吧""。
<例句：王之好乐甚，则齐其庶几乎。>
<例句：其皆出于此乎？>
3、用于感叹句，可译为""啊""""呀""等。
<例句：呜呼！孰知赋敛之毒有甚是蛇者乎！>
4、用在句中的停顿处。
<例句：胡为乎遑遑欲何之？>
5、表反问语气，“吗”“呢”。
<例句：夫庸知其年之先后生于吾乎？>
6、表婉商语气，“吗”。
<例句：举大计亦死，等死，死国可乎>
7、用于祈使句，可不译。
<例句：长铗归来乎﹗出无车>
8、在。
<例句：出，跳梁乎井干之上。>
9、对、对于。
<例句：吾尝疑乎是。>
10、比。
<例句：其闻道也固先乎吾，吾从而师之。>
11、此外，可作词尾。
<例句：恢恢乎其于游刃必有余地矣！>
",4
758,“于乎【不】显，文王之德之纯！”盖曰文王之所以为文也，纯亦不已,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
759,“于乎不【显】，文王之德之纯！”盖曰文王之所以为文也，纯亦不已,显,"1、<形>显著；明显
<例句：唯恐道途显晦，不相通达，致负诚托。>
2、<形>显贵；显赫
<例句：今之高爵显位，一旦抵罪，或脱身以逃。>
3、<动>显现；显露
<例句：其间才把个屈死的冤魂这窦娥显。>
4、<动>显扬
<例句：孙膑以此名显天下。>
5、<形>荣耀
<例句：是以蓼洲周公，忠义暴于朝廷，赠谥美显，荣于身后。>
6、<形>旧美称去世的长辈亲属
<例句：显妣>
<例句：显考>
",1
760,“于乎不显，【文】王之德之纯！”盖曰文王之所以为文也，纯亦不已,文,"1、<名>线条交错的图形；花纹
<例句：纹>
<例句：荆有长松文梓楩楠豫章。>
2、<形>华美；有文彩的
<例句：黄金千斤，文车二驷，服剑一。>
3、<名>文章
<例句：醉能同其乐，醒能述以文者，太守也。>
4、<名>文字
<例句：独其文犹可识。>
5、<名>非军事的，与“武”相对
<例句：文武并用，垂拱而治。>
6、<动>在身上刺花纹，叫“文身”
<例句：越人断发文身。>
7、<名>文化；文教
<例句：文王既没，文不在兹乎？>
8、<量>用于旧时的铜钱，古称铜钱一枚为一文
<例句：在市铜价，八十一文得铜一斤，私造薄钱，斤馀二百。>
9、<动>修饰；掩盖
<例句：小人之过也必文。>
<例句：文过饰非>
10、<名>规定、仪式
<例句：仪者必又曰：省去繁文末节，则一岁可以再郊。>
<例句：繁文缛节>
11、<名>线条交错的图形；花纹
<例句：纹>
<例句：荆有长松文梓楩楠豫章。>
12、<形>华美；有文彩的
<例句：黄金千斤，文车二驷，服剑一。>
13、<名>文章
<例句：醉能同其乐，醒能述以文者，太守也。>
14、<名>文字
<例句：独其文犹可识。>
15、<名>非军事的，与“武”相对
<例句：文武并用，垂拱而治。>
16、<动>在身上刺花纹，叫“文身”
<例句：越人断发文身。>
17、<名>文化；文教
<例句：文王既没，文不在兹乎？>
18、<量>用于旧时的铜钱，古称铜钱一枚为一文
<例句：在市铜价，八十一文得铜一斤，私造薄钱，斤馀二百。>
19、<动>修饰；掩盖
<例句：小人之过也必文。>
<例句：文过饰非>
20、<名>规定、仪式
<例句：仪者必又曰：省去繁文末节，则一岁可以再郊。>
<例句：繁文缛节>
",7
761,“于乎不显，文【王】之德之纯！”盖曰文王之所以为文也，纯亦不已,王,"1、<名>帝王；君主
<例句：先王之所以为法者，何也?>
2、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级
<例句：王侯将相，宁有种乎。>
3、<动>朝见王
<例句：莫敢不来王。>
4、<动>称王；统治天下
<例句：沛公欲王关中。>
5、<名使动>封……为王；拥戴……为王
<例句：先破秦入咸阳者王之。>
6、<名>帝王；君主
<例句：先王之所以为法者，何也?>
7、<名>秦汉以后帝王称皇帝，“王”成为封爵最高一级
<例句：王侯将相，宁有种乎。>
8、<动>朝见王
<例句：莫敢不来王。>
9、<动>称王；统治天下
<例句：沛公欲王关中。>
10、<名使动>封……为王；拥戴……为王
<例句：先破秦入咸阳者王之。>
",1
762,“于乎不显，文王【之】德之纯！”盖曰文王之所以为文也，纯亦不已,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
763,“于乎不显，文王之德【之】纯！”盖曰文王之所以为文也，纯亦不已,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
764,“于乎不显，文王之德之纯！”【盖】曰文王之所以为文也，纯亦不已,盖,"1、<名>用草编的覆盖物
2、<动>遮盖；掩盖
<例句：枝枝相覆盖，叶叶相交通。>
<例句：天似穹庐，笼盖四野。>
3、<动>胜过；超过
<例句：力拔山兮气盖世。>
<例句：况刘豫州王室之胄，英才盖世，众士仰慕。>
4、<副>表下而说的话带推测性，用在句首，相当于“推想”、“大概”
<例句：盖其又深，则其至又加少矣。>
5、<副>大概；大约
<例句：善始者实繁，克终者盖寡。>
<例句：吾之意盖谓以汝之弱，必不能禁失吾之悲。>
6、<连>连接上句或上一段，表示解说原由
<例句：本来>
<例句：原来>
<例句：忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。>
<例句：盖失强援，不能独完。>
7、<助>用于句首，表示要发表议论
<例句：盖儒者所争，尤在于名实。>
8、通“盍”
9、<副>何；怎么
<例句：技盖至此乎？>
10、兼词，何不
<例句：盖亦反其本矣。>
11、<名>用草编的覆盖物
12、<动>遮盖；掩盖
<例句：枝枝相覆盖，叶叶相交通。>
<例句：天似穹庐，笼盖四野。>
13、<动>胜过；超过
<例句：力拔山兮气盖世。>
<例句：况刘豫州王室之胄，英才盖世，众士仰慕。>
14、<副>表下而说的话带推测性，用在句首，相当于“推想”、“大概”
<例句：盖其又深，则其至又加少矣。>
15、<副>大概；大约
<例句：善始者实繁，克终者盖寡。>
<例句：吾之意盖谓以汝之弱，必不能禁失吾之悲。>
16、<连>连接上句或上一段，表示解说原由
<例句：本来>
<例句：原来>
<例句：忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。>
<例句：盖失强援，不能独完。>
17、<助>用于句首，表示要发表议论
<例句：盖儒者所争，尤在于名实。>
18、通“盍”
19、<副>何；怎么
<例句：技盖至此乎？>
20、兼词，何不
<例句：盖亦反其本矣。>
",6
765,“于乎不显，文王之德之纯！”盖【曰】文王之所以为文也，纯亦不已,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
766,“于乎不显，文王之德之纯！”盖曰【文】王之所以为文也，纯亦不已,文,"1、<名>线条交错的图形；花纹
<例句：纹>
<例句：荆有长松文梓楩楠豫章。>
2、<形>华美；有文彩的
<例句：黄金千斤，文车二驷，服剑一。>
3、<名>文章
<例句：醉能同其乐，醒能述以文者，太守也。>
4、<名>文字
<例句：独其文犹可识。>
5、<名>非军事的，与“武”相对
<例句：文武并用，垂拱而治。>
6、<动>在身上刺花纹，叫“文身”
<例句：越人断发文身。>
7、<名>文化；文教
<例句：文王既没，文不在兹乎？>
8、<量>用于旧时的铜钱，古称铜钱一枚为一文
<例句：在市铜价，八十一文得铜一斤，私造薄钱，斤馀二百。>
9、<动>修饰；掩盖
<例句：小人之过也必文。>
<例句：文过饰非>
10、<名>规定、仪式
<例句：仪者必又曰：省去繁文末节，则一岁可以再郊。>
<例句：繁文缛节>
11、<名>线条交错的图形；花纹
<例句：纹>
<例句：荆有长松文梓楩楠豫章。>
12、<形>华美；有文彩的
<例句：黄金千斤，文车二驷，服剑一。>
13、<名>文章
<例句：醉能同其乐，醒能述以文者，太守也。>
14、<名>文字
<例句：独其文犹可识。>
15、<名>非军事的，与“武”相对
<例句：文武并用，垂拱而治。>
16、<动>在身上刺花纹，叫“文身”
<例句：越人断发文身。>
17、<名>文化；文教
<例句：文王既没，文不在兹乎？>
18、<量>用于旧时的铜钱，古称铜钱一枚为一文
<例句：在市铜价，八十一文得铜一斤，私造薄钱，斤馀二百。>
19、<动>修饰；掩盖
<例句：小人之过也必文。>
<例句：文过饰非>
20、<名>规定、仪式
<例句：仪者必又曰：省去繁文末节，则一岁可以再郊。>
<例句：繁文缛节>
",7
