sentence,label
"('是故一昼一夜，“华”开者谢', '华：花')",1
"('相州昼锦堂记“仕宦”而至将相，富贵而归故乡，此人情之所荣，而今昔之所同也', '仕宦：做官')",1
"('盖士方穷时，困厄闾里，庸人孺子，皆得“易”而侮之', '易：轻视')",1
"('一旦高车“驷马”，旗旄导前，而骑卒拥后，夹道之人，相与骈肩累迹，瞻望咨嗟', '驷马：四匹马拉的车子')",1
"('一旦高车驷马，旗“旄”导前，而骑卒拥后，夹道之人，相与骈肩累迹，瞻望咨嗟', '旄：古时旗杆头上用旄牛尾作的装饰')",1
"('一旦高车驷马，旗旄导前，而骑卒拥后，夹道之人，相与骈肩累迹，瞻望“咨嗟”', '咨嗟：赞叹')",1
"('公，相人也，世有“令德”，为时名卿', '令德：美好的德行')",1
"('公，相人也，世有“令”德，为时名卿', '令：美善')",1
"('自公少时，已擢高科，登“显士”', '显士：显贵的官吏')",1
"('海内之士，闻下风而望余光者，盖亦“有年”矣', '有年：多年')",1
"('然则高“牙”大纛，不足为公荣', '牙：牙旗')",1
"('然则高牙大“纛”，不足为公荣', '纛：仪仗队的大旗')",1
"('桓圭“衮裳”，不足为公贵', '衮裳：三公所穿的礼服')",1
"('惟德“被”生民而功施社稷，勒之金石，播之声诗，以耀后世而垂无穷：此公之志，而士亦以此望于公也', '被：及')",1
"('公在“至和”中，尝以武康之节，来治于相，乃作昼锦之堂于后圃', '至和：宋仁宗的年号')",1
"('公在至和中，尝以武康之“节”，来治于相，乃作昼锦之堂于后圃', '节：此处指节度使')",1
"('公在至和中，尝以武康之节，来治于相，乃作昼锦之堂于后“圃”', '圃：园地')",1
"('故能出入将相，勤劳王家，而夷“险”一节', '险：难')",1
"('至于临大事，决大议，垂绅正“笏”，不动声色，而措天下于泰山之安，可谓社稷之臣矣', '笏：朝笏，也叫手板，用来指画或记事')",1
"('其丰功盛“烈”，所以铭彝鼎而被弦歌者，乃邦家之光，非间里之荣也', '烈：功业')",1
"('其丰功盛烈，所以铭“彝鼎”而被弦歌者，乃邦家之光，非间里之荣也', '彝鼎：钟鼎')",1
"('其丰功盛烈，所以铭彝鼎而被弦歌者，乃“邦家”之光，非间里之荣也', '邦家：国家')",1
"('其丰功盛烈，所以铭彝鼎而被弦歌者，乃“邦”家之光，非间里之荣也', '邦：古代诸侯封国的称号，后来泛指国家')",1
"('“宣子”杀羊舌虎，囚叔向', '宣子：即范鞅')",1
"('宣子杀羊舌虎，囚“叔向”', '叔向：羊舌虎的哥哥')",1
"('人谓叔向曰：子“离”于罪，其为不知乎', '离：通‘罹’，遭遇')",1
"('人谓叔向曰：子离于罪，其为不“知”乎', '知：通‘智’')",1
"('’夫子，“觉者”也', '觉者：有正直德行的人')",1
"('于是祁奚老矣，闻之，乘“驲”而见宣子，曰：《诗》曰：‘惠我无疆，子孙保之', '驲：古代驿站的马车')",1
"('于是祁奚老矣，闻之，乘驲而见宣子，曰：《诗》曰：‘惠我无疆，子孙“保”之', '保：依赖')",1
"('’《书》曰：‘圣有“谟”勋，明征定保', '谟：谋略')",1
"('犹将十世“宥”之，以劝能者', '宥：赦宥')",1
"('敬姜论劳逸公父文伯退“朝”，朝其母，其母方绩，文伯曰：以歜之家而主犹绩，惧干季孙之怒也', '朝：古时候去见君王叫朝，谒见尊敬的人也可以叫朝')",1
"('敬姜论劳逸公父文伯退朝，朝其“母”，其母方绩，文伯曰：以歜之家而主犹绩，惧干季孙之怒也', '母：公父文伯的母亲，即敬姜')",1
"('敬姜论劳逸公父文伯退朝，朝其母，其母方“绩”，文伯曰：以歜之家而主犹绩，惧干季孙之怒也', '绩：纺麻')",1
"('其以“歜”为不能事主乎', '歜：文伯自称其名')",1
"('其以歜为不能事“主”乎', '主：主母')",1
"('敬姜论劳逸公父文伯退朝，朝其母，其母方绩，文伯曰：以歜之家而主犹绩，惧“干”季孙之怒也', '干：犯')",1
"('敬姜论劳逸公父文伯退朝，朝其母，其母方绩，文伯曰：以歜之家而主犹绩，惧干“季孙”之怒也', '季孙：即季康子')",1
"('使僮子“备官”而未之闻耶', '备官：充任官职')",1
"('“居”，吾语女', '居：坐下')",1
"('是故天子大采“朝日”，与三公九卿，祖识地德，日中考政，与百官之政事', '朝日：天子以春分朝日')",1
"('是故天子大采朝日，与三公九卿，“祖”识地德，日中考政，与百官之政事', '祖：熟习')",1
"('是故天子大采朝日，与三公九卿，祖“识”地德，日中考政，与百官之政事', '识：知')",1
"('是故天子大采朝日，与三公九卿，祖识“地德”，日中考政，与百官之政事', '地德：古人认为地能生产百物，养育人民，这便是地之德')",1
"('师尹“惟”旅牧相，宣序民事', '惟：表并列，与，和')",1
"('师尹惟“旅”牧相，宣序民事', '旅：众士')",1
"('师尹惟旅“牧”相，宣序民事', '牧：州牧')",1
"('师尹惟旅牧“相”，宣序民事', '相：国相')",1
"('师尹惟旅牧相，“宣序”民事', '宣序：全面安排')",1
"('少采“夕月”，与太史司载纠虔天刑', '夕月：天子每年秋分之夜祭祀月亮的仪式')",1
"('卿大夫朝考其职，昼讲其庶政，夕序其业，夜“庀”其家事，而後即安', '庀：治理')",1
"('“社”而赋事，烝而献功，男女效绩，愆则有辟', '社：春社，每年春分时祭祀土地神')",1
"('社而赋事，“烝”而献功，男女效绩，愆则有辟', '烝：特指冬天的祭祀')",1
"('社而赋事，烝而献功，男女效绩，“愆”则有辟', '愆：罪过，过失')",1
"('社而赋事，烝而献功，男女效绩，愆则有“辟”', '辟：刑法')",1
"('社“而”赋事，烝而献功，男女效绩，愆则有辟', '而：你')",1
"('吾冀而朝夕“修”我，曰：‘必无废先人', '修：勉励')",1
"('仲尼闻之曰：弟子志之，季氏之妇不“淫”矣', '淫：贪图安逸')",1
"('信陵君窃符救赵“魏”公子无忌者，魏昭王少子，而魏安釐王异母弟也', '魏：战国时国名，建都安邑，魏晖王时迁都大梁')",1
"('昭王薨，安釐王即位，封“公子”为信陵君', '公子：诸侯的儿子，后来官僚的二子也称公子')",1
"('昭王薨，安“釐”王即位，封公子为信陵君', '釐：也写作僖')",1
"('昭王“薨”，安釐王即位，封公子为信陵君', '薨：周代，诸侯死了叫薨')",1
"('昭王薨，安釐王“即位”，封公子为信陵君', '即位：指帝王登位')",1
"('昭王薨，安釐王即位，“封”公子为信陵君', '封：古代帝王把爵位或土地赐给臣子')",1
"('公子为人，“仁”而下士，士无贤不肖，皆谦而礼交之，不敢以其富贵骄士', '仁：仁爱')",1
"('公子为人，仁而“下士”，士无贤不肖，皆谦而礼交之，不敢以其富贵骄士', '下士：恭谦地对待士人')",1
"('公子为人，仁而“下”士，士无贤不肖，皆谦而礼交之，不敢以其富贵骄士', '下：谦让')",1
"('公子为人，仁而下士，士“无”贤不肖，皆谦而礼交之，不敢以其富贵骄士', '无：不论')",1
"('公子为人，仁而下士，士无“贤”不肖，皆谦而礼交之，不敢以其富贵骄士', '贤：有才德')",1
"('公子为人，仁而下士，士无贤“不肖”，皆谦而礼交之，不敢以其富贵骄士', '不肖：无才德，于贤相对而言')",1
"('公子为人，仁“而”下士，士无贤不肖，皆谦而礼交之，不敢以其富贵骄士', '而：顺承连词，可不译')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而“礼交”之，不敢以其富贵骄士', '礼交：按一定礼节与人交往')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而礼交“之”，不敢以其富贵骄士', '之：他们，代士')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而礼交之，不敢“以”其富贵骄士', '以：凭仗')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而礼交之，不敢以“其”富贵骄士', '其：他的，代信陵君')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而礼交之，不敢以其富贵“骄”士', '骄：骄傲地对待，形容词用作动词')",1
"('士“以此”方数千里争往归之，致食客三千', '以此：因此')",1
"('士以“此”方数千里争往归之，致食客三千', '此：代上句内容，甚言区域之广')",1
"('士以此方数千里“争”往归之，致食客三千', '争：争先恐后')",1
"('士以此方数千里争往“归”之，致食客三千', '归：投奔，归附')",1
"('士以此方数千里争往归之，“致”食客三千', '致：招来')",1
"('士以此方数千里争往归之，致“食客”三千', '食客：亦称门客，指古代寄食在贵族官僚家里并为主人效劳的人')",1
"('当是时，诸侯以公子贤，多客，不敢“加兵”谋魏十余年', '加兵：施加兵力，及发动战争')",1
"('当是时，诸侯以公子贤，多客，不敢加兵“谋”魏十余年', '谋：图谋，做侵犯的打算')",1
"('魏有“隐士”曰侯赢，年七十，家贫，为大梁夷门监者', '隐士：封建时代称隐居民间不肯做官的人')",1
"('魏有隐士曰侯赢，年七十，家贫，为“大梁”夷门监者', '大梁：魏国都城')",1
"('魏有隐士曰侯赢，年七十，家贫，为大梁“夷门”监者', '夷门：大梁城的东门')",1
"('魏有隐士曰侯赢，年七十，家贫，为大梁夷门“监者”', '监者：守门人')",1
"('公子闻“之”，往请，欲厚遗之', '之：他，代侯赢')",1
"('公子闻之，往请，欲“厚遗”之', '厚遗：丰厚地赠送，即赠送丰厚的礼物')",1
"('公子闻之，往请，欲厚“遗”之', '遗：赠送')",1
"('不肯受，曰：“臣”修身洁行数十年，终不以监门困故而受公子财', '臣：我，秦汉前表示谦卑的自称')",1
"('不肯受，曰：臣修身“洁行”数十年，终不以监门困故而受公子财', '洁行：使品德纯洁')",1
"('不肯受，曰：臣修身“洁”行数十年，终不以监门困故而受公子财', '洁：使……洁，形容词的使动用法')",1
"('不肯受，曰：臣修身洁行数十年，“终”不以监门困故而受公子财', '终：终究')",1
"('不肯受，曰：臣修身洁行数十年，终不“以”监门困故而受公子财', '以：因为')",1
"('不肯受，曰：臣修身洁行数十年，终不以“监门”困故而受公子财', '监门：指看守城门')",1
"('不肯受，曰：臣修身洁行数十年，终不以监门困“故”而受公子财', '故：缘故')",1
"('公子于是乃“置酒”，大会宾客', '置酒：备办酒席')",1
"('坐定，公子“从”车骑，虚左，自迎夷门侯生', '从：使……跟从，动词的使动用法')",1
"('坐定，公子从车骑，“虚左”，自迎夷门侯生', '虚左：空出尊位')",1
"('坐定，公子从车骑，虚左，自迎夷门侯“生”', '生：先生的省称')",1
"('侯生“摄”敝衣冠，直上载公子上坐，不让，欲以观公子', '摄：拉拽撩起')",1
"('侯生摄“敝”衣冠，直上载公子上坐，不让，欲以观公子', '敝：破旧')",1
"('侯生摄敝“衣冠”，直上载公子上坐，不让，欲以观公子', '衣冠：衣服')",1
"('侯生摄敝衣冠，“直上”载公子上坐，不让，欲以观公子', '直上：径直上')",1
"('侯生摄敝衣冠，直上“载”公子上坐，不让，欲以观公子', '载：安置，搁')",1
"('侯生摄敝衣冠，直上载公子“上坐”，不让，欲以观公子', '上坐：尊位，上位')",1
"('侯生摄敝衣冠，直上载公子上“坐”，不让，欲以观公子', '坐：同座')",1
"('侯生摄敝衣冠，直上载公子上坐，不让，欲“以”观公子', '以：凭借，以后省宾语之')",1
"('侯生又谓公子曰：臣有客在市屠中，原枉车骑过“之”', '之：代侯生上述行动')",1
"('市人皆“观”公子执辔', '观：观察')",1
"('市人皆观公子“执辔”', '执辔：握着驭马的缰绳')",1
"('侯生视公子色终不变，乃谢“客”就车', '客：这里指朋友')",1
"('赢乃夷门报关者也，而公子亲枉车骑自迎嬴，于众人广坐之中，不宜有所“过”，今公子故过之', '过：访问，看望')",1
"('复“引车”还，问侯生', '引车：带领车骑')",1
"('侯生笑曰：臣“故”知公子之还也', '故：副词，故意')",1
"('赢闻如姬父为人所杀，如姬资之三年，自王以下，欲求报“其”父仇，莫能得', '其：他的，代侯生')",1
"('朱亥笑曰：臣“乃”市井鼓刀屠者，而公子亲数存之，所以不报谢者，以为小礼无所用', '乃：副词，用于后一分句之首，表示衔接，可译为然后于是')",1
"('朱亥笑曰：臣乃市井鼓刀屠者，而公子亲数存之，所以不报“谢”者，以为小礼无所用', '谢：告辞')",1
"('赵王及平原君自迎公子于界，平原君负栏矢为公子先“引”', '引：导引')",1
"('当此“之”时，平原君不敢自比于人', '之：用于主谓短语的主谓之间，取消短语的独立性')",1
"('当此“之”时，平原君不敢自比于人', '之：代词，指向侯生遍赞宾客一事')",1
"('当此“之”时，平原君不敢自比于人', '之：的，用在修饰语和被修饰语之间，表示领属关系')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：连词，连接两个句子，表示并列关系，可不译出')",1
"('已却秦存赵，使将将其军归魏，而公“子”独与客留赵', '子：古代男子的尊称')",1
"('已却秦存赵，使“将”将其军归魏，而公子独与客留赵', '将：统率')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：这里用为假设连词，如果')",1
"('“已”却秦存赵，使将将其军归魏，而公子独与客留赵', '已：时间副词，可译为在……之后')",1
"('已却秦存赵，使将将其军归魏，而公子独与客“留”赵', '留：使……停留，都表使动')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：然而')",1
"('已却秦存赵，使将将其军归魏，而公子“独”与客留赵', '独：副词，可译为难道竟')",1
"('已却秦存“赵”，使将将其军归魏，而公子独与客留赵', '赵：指赵国将士')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：却，表转折')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：却')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：顺承连词，可不译')",1
"('已“却秦”存赵，使将将其军归魏，而公子独与客留赵', '却秦：使秦军退却，意即打退秦军')",1
"('已“却”秦存赵，使将将其军归魏，而公子独与客留赵', '却：使……退去，使动用法')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：可是')",1
"('已却秦“存”赵，使将将其军归魏，而公子独与客留赵', '存：问候')",1
"('已却秦“存”赵，使将将其军归魏，而公子独与客留赵', '存：保存')",1
"('已“却”秦存赵，使将将其军归魏，而公子独与客留赵', '却：使……退却，使动用法，可译为打退……')",1
"('已却秦存赵，使“将”将其军归魏，而公子独与客留赵', '将：前一个是名词，将军，后一个是动词，率领')",1
"('信陵君窃符救赵“魏”公子无忌者，魏昭王少子，而魏安釐王异母弟也', '魏：战国时国名，建都安邑，魏晖王时迁都大梁')",1
"('昭王薨，安釐王即位，封“公子”为信陵君', '公子：诸侯的儿子，后来官僚的二子也称公子')",1
"('昭王薨，安“釐”王即位，封公子为信陵君', '釐：也写作僖')",1
"('昭王“薨”，安釐王即位，封公子为信陵君', '薨：周代，诸侯死了叫薨')",1
"('昭王薨，安釐王“即位”，封公子为信陵君', '即位：指帝王登位')",1
"('昭王薨，安釐王即位，“封”公子为信陵君', '封：古代帝王把爵位或土地赐给臣子')",1
"('公子为人，“仁”而下士，士无贤不肖，皆谦而礼交之，不敢以其富贵骄士', '仁：仁爱')",1
"('公子为人，仁而“下士”，士无贤不肖，皆谦而礼交之，不敢以其富贵骄士', '下士：恭谦地对待士人')",1
"('公子为人，仁而“下”士，士无贤不肖，皆谦而礼交之，不敢以其富贵骄士', '下：谦让')",1
"('公子为人，仁而下士，士“无”贤不肖，皆谦而礼交之，不敢以其富贵骄士', '无：不论')",1
"('公子为人，仁而下士，士无“贤”不肖，皆谦而礼交之，不敢以其富贵骄士', '贤：有才德')",1
"('公子为人，仁而下士，士无贤“不肖”，皆谦而礼交之，不敢以其富贵骄士', '不肖：无才德，于贤相对而言')",1
"('公子为人，仁“而”下士，士无贤不肖，皆谦而礼交之，不敢以其富贵骄士', '而：顺承连词，可不译')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而“礼交”之，不敢以其富贵骄士', '礼交：按一定礼节与人交往')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而礼交“之”，不敢以其富贵骄士', '之：他们，代士')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而礼交之，不敢“以”其富贵骄士', '以：凭仗')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而礼交之，不敢以“其”富贵骄士', '其：他的，代信陵君')",1
"('公子为人，仁而下士，士无贤不肖，皆谦而礼交之，不敢以其富贵“骄”士', '骄：骄傲地对待，形容词用作动词')",1
"('士“以此”方数千里争往归之，致食客三千', '以此：因此')",1
"('士以“此”方数千里争往归之，致食客三千', '此：代上句内容，甚言区域之广')",1
"('士以此方数千里“争”往归之，致食客三千', '争：争先恐后')",1
"('士以此方数千里争往“归”之，致食客三千', '归：投奔，归附')",1
"('士以此方数千里争往归之，“致”食客三千', '致：招来')",1
"('士以此方数千里争往归之，致“食客”三千', '食客：亦称门客，指古代寄食在贵族官僚家里并为主人效劳的人')",1
"('当是时，诸侯以公子贤，多客，不敢“加兵”谋魏十余年', '加兵：施加兵力，及发动战争')",1
"('当是时，诸侯以公子贤，多客，不敢加兵“谋”魏十余年', '谋：图谋，做侵犯的打算')",1
"('魏有“隐士”曰侯赢，年七十，家贫，为大梁夷门监者', '隐士：封建时代称隐居民间不肯做官的人')",1
"('魏有隐士曰侯赢，年七十，家贫，为“大梁”夷门监者', '大梁：魏国都城')",1
"('魏有隐士曰侯赢，年七十，家贫，为大梁“夷门”监者', '夷门：大梁城的东门')",1
"('魏有隐士曰侯赢，年七十，家贫，为大梁夷门“监者”', '监者：守门人')",1
"('公子闻“之”，往请，欲厚遗之', '之：他，代侯赢')",1
"('公子闻之，往请，欲“厚遗”之', '厚遗：丰厚地赠送，即赠送丰厚的礼物')",1
"('公子闻之，往请，欲厚“遗”之', '遗：赠送')",1
"('不肯受，曰：“臣”修身洁行数十年，终不以监门困故而受公子财', '臣：我，秦汉前表示谦卑的自称')",1
"('不肯受，曰：臣修身“洁行”数十年，终不以监门困故而受公子财', '洁行：使品德纯洁')",1
"('不肯受，曰：臣修身“洁”行数十年，终不以监门困故而受公子财', '洁：使……洁，形容词的使动用法')",1
"('不肯受，曰：臣修身洁行数十年，“终”不以监门困故而受公子财', '终：终究')",1
"('不肯受，曰：臣修身洁行数十年，终不“以”监门困故而受公子财', '以：因为')",1
"('不肯受，曰：臣修身洁行数十年，终不以“监门”困故而受公子财', '监门：指看守城门')",1
"('不肯受，曰：臣修身洁行数十年，终不以监门困“故”而受公子财', '故：缘故')",1
"('公子于是乃“置酒”，大会宾客', '置酒：备办酒席')",1
"('坐定，公子“从”车骑，虚左，自迎夷门侯生', '从：使……跟从，动词的使动用法')",1
"('坐定，公子从车骑，“虚左”，自迎夷门侯生', '虚左：空出尊位')",1
"('坐定，公子从车骑，虚左，自迎夷门侯“生”', '生：先生的省称')",1
"('侯生“摄”敝衣冠，直上载公子上坐，不让，欲以观公子', '摄：拉拽撩起')",1
"('侯生摄“敝”衣冠，直上载公子上坐，不让，欲以观公子', '敝：破旧')",1
"('侯生摄敝“衣冠”，直上载公子上坐，不让，欲以观公子', '衣冠：衣服')",1
"('侯生摄敝衣冠，“直上”载公子上坐，不让，欲以观公子', '直上：径直上')",1
"('侯生摄敝衣冠，直上“载”公子上坐，不让，欲以观公子', '载：安置，搁')",1
"('侯生摄敝衣冠，直上载公子“上坐”，不让，欲以观公子', '上坐：尊位，上位')",1
"('侯生摄敝衣冠，直上载公子上“坐”，不让，欲以观公子', '坐：同座')",1
"('侯生摄敝衣冠，直上载公子上坐，不让，欲“以”观公子', '以：凭借，以后省宾语之')",1
"('侯生又谓公子曰：臣有客在市屠中，原枉车骑过“之”', '之：代侯生上述行动')",1
"('市人皆“观”公子执辔', '观：观察')",1
"('市人皆观公子“执辔”', '执辔：握着驭马的缰绳')",1
"('侯生视公子色终不变，乃谢“客”就车', '客：这里指朋友')",1
"('赢乃夷门报关者也，而公子亲枉车骑自迎嬴，于众人广坐之中，不宜有所“过”，今公子故过之', '过：访问，看望')",1
"('复“引车”还，问侯生', '引车：带领车骑')",1
"('侯生笑曰：臣“故”知公子之还也', '故：副词，故意')",1
"('赢闻如姬父为人所杀，如姬资之三年，自王以下，欲求报“其”父仇，莫能得', '其：他的，代侯生')",1
"('朱亥笑曰：臣“乃”市井鼓刀屠者，而公子亲数存之，所以不报谢者，以为小礼无所用', '乃：副词，用于后一分句之首，表示衔接，可译为然后于是')",1
"('朱亥笑曰：臣乃市井鼓刀屠者，而公子亲数存之，所以不报“谢”者，以为小礼无所用', '谢：告辞')",1
"('赵王及平原君自迎公子于界，平原君负栏矢为公子先“引”', '引：导引')",1
"('当此“之”时，平原君不敢自比于人', '之：用于主谓短语的主谓之间，取消短语的独立性')",1
"('当此“之”时，平原君不敢自比于人', '之：代词，指向侯生遍赞宾客一事')",1
"('当此“之”时，平原君不敢自比于人', '之：的，用在修饰语和被修饰语之间，表示领属关系')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：连词，连接两个句子，表示并列关系，可不译出')",1
"('已却秦存赵，使将将其军归魏，而公“子”独与客留赵', '子：古代男子的尊称')",1
"('已却秦存赵，使“将”将其军归魏，而公子独与客留赵', '将：统率')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：这里用为假设连词，如果')",1
"('“已”却秦存赵，使将将其军归魏，而公子独与客留赵', '已：时间副词，可译为在……之后')",1
"('已却秦存赵，使将将其军归魏，而公子独与客“留”赵', '留：使……停留，都表使动')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：然而')",1
"('已却秦存赵，使将将其军归魏，而公子“独”与客留赵', '独：副词，可译为难道竟')",1
"('已却秦存“赵”，使将将其军归魏，而公子独与客留赵', '赵：指赵国将士')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：却，表转折')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：却')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：顺承连词，可不译')",1
"('已“却秦”存赵，使将将其军归魏，而公子独与客留赵', '却秦：使秦军退却，意即打退秦军')",1
"('已“却”秦存赵，使将将其军归魏，而公子独与客留赵', '却：使……退去，使动用法')",1
"('已却秦存赵，使将将其军归魏，“而”公子独与客留赵', '而：可是')",1
"('已却秦“存”赵，使将将其军归魏，而公子独与客留赵', '存：问候')",1
"('已却秦“存”赵，使将将其军归魏，而公子独与客留赵', '存：保存')",1
"('已“却”秦存赵，使将将其军归魏，而公子独与客留赵', '却：使……退却，使动用法，可译为打退……')",1
"('已却秦存赵，使“将”将其军归魏，而公子独与客留赵', '将：前一个是名词，将军，后一个是动词，率领')",1
"('信陵君救赵论论者以窃“符”为信陵君之罪，余以为此未足以罪信陵也', '符：兵符，其形如虎，故又称虎符')",1
"('幸而战胜，可也，不幸战不胜，为虏于秦，是倾魏国数百年社稷以殉姻戚，吾不知信陵何以“谢”魏王也', '谢：在这里是请罪之意，与现代用法不同')",1
"('自世之衰，人皆习于背公死党之行而忘守节奉公之道，有重相而无威君，有私仇而无义愤，如秦人知有穰侯，不知有秦王，虞卿知有布衣之交，不知有赵王，盖君若“赘旒”久矣', '赘旒：旒，同瘤，多余的东西')",1
"('桐叶封弟辨古之“传者”有言：成王以桐叶与小弱弟戏，曰：以封汝', '传者：书传')",1
"('桐叶封弟辨古之传者有言：“成王”以桐叶与小弱弟戏，曰：以封汝', '成王：姓姬名诵，西周初期君主，周武王之子，十三岁继承王位，因年幼，由叔父周公摄政')",1
"('“周公”入贺', '周公：姓姬名旦，周武王之弟，周朝开国大臣')",1
"('乃封小弱弟于“唐”', '唐：古国名，在今山西省翼城县一带')",1
"('且周公以王之言不可“苟”焉而已，必从而成之邪', '苟：轻率，随便')",1
"('设有不幸，王以桐叶戏“妇寺”，亦将举而从之乎', '妇寺：宫中的妃嫔和太监')",1
"('设有不幸，王以桐叶戏妇寺，亦将“举”而从之乎', '举：指君主的行动')",1
"('设未得其当，虽十易之不为“病”', '病：弊病')",1
"('若戏而必行之，是周公教王“遂”过也', '遂：成')",1
"('吾意周公辅成王，宜以“道”，从容优乐，要归之大中而已，必不逢其失而为之辞', '道：指思想和行为的规范')",1
"('吾意周公辅成王，宜以道，“从容”优乐，要归之大中而已，必不逢其失而为之辞', '从容：此指举止言行')",1
"('吾意周公辅成王，宜以道，从容“优乐”，要归之大中而已，必不逢其失而为之辞', '优乐：嬉戏，娱乐')",1
"('吾意周公辅成王，宜以道，从容优乐，要归之“大中”而已，必不逢其失而为之辞', '大中：指适当的道理和方法，不偏于极端')",1
"('吾意周公辅成王，宜以道，从容优乐，要归之大中而已，必不逢其失而为之“辞”', '辞：解释，掩饰')",1
"('又不当束缚之，“驰骤”之，使若牛马然，急则败矣', '驰骤：指被迫奔跑')",1
"('且家人父子尚不能以此“自克”，况号为君臣者邪', '自克：自我约束')",1
"('且家人父子尚不能以此自“克”，况号为君臣者邪', '克：克制，约束')",1
"('是“直”小丈夫缺缺者之事，非周公所宜用，故不可信', '直：只是，只不过')",1
"('是直小丈夫“缺缺”者之事，非周公所宜用，故不可信', '缺缺：耍小聪明的样子')",1
"('是直小丈夫“缺”缺者之事，非周公所宜用，故不可信', '缺：原文垂夬')",1
"('或曰：封“唐叔”，史佚成之', '唐叔：即叔虞')",1
"('或曰：封唐叔，“史佚”成之', '史佚：周武王时的史官尹佚')",1
"('三槐堂铭“天”可必乎', '天：天道，天理，天命，指人事规律性')",1
"('贤者不“必”贵，仁者不必寿', '必：必定应验，注定灵验的意思')",1
"('二者将安取“衷”哉', '衷：衷即中，恰当，合适')",1
"('吾闻之申包胥曰：人“定”者胜天，天定亦能胜人', '定：这里是指结局结果定局')",1
"('善者以怠，恶者以“肆”', '肆：放肆，放纵')",1
"('“盗跖”之寿，孔、颜之厄，此皆天之未定者也', '盗跖：即柳下跖，姓柳下，名跖，为柳下惠之弟，相传为春秋战国时期反抗奴隶主统治的起义军领袖，古时候称反抗正统统治的为盗，就如国民党时期称共产党为匪一样，都是正统给予非正统之污称')",1
"('盗跖之寿，孔、“颜”之厄，此皆天之未定者也', '颜：即颜回，孔子的入室弟子')",1
"('盗跖之寿，孔、颜之“厄”，此皆天之未定者也', '厄：厄运，指孔颜没有得到当时社会的重视')",1
"('吾以所见所闻考之，而其可必也“审”矣', '审：清楚，明白')",1
"('国之将兴，必有世德之臣，厚施而不食其报，然后其子孙能与“守文”太平之主、共天下之福', '守文：遵守已经有的法律法规')",1
"('国之将兴，必有世德之臣，厚施而不食其报，然后其子孙能与守“文”太平之主、共天下之福', '文：法制')",1
"('盖尝手植三槐于庭，曰：吾子孙必有为“三公”者', '三公：王祐曾经接替符彦卿守大名府，以全家的性命担保符氏无罪')",1
"('盖尝手植三槐于庭，曰：吾子孙必有为“三公”者', '三公：周朝为太师，太傅，太保')",1
"('今夫“寓”物于人，明日而取之，有得有否', '寓：寄托，寄存')",1
"('今夫寓物于人，明日而取之，有得有“否”', '否：相反')",1
"('而晋公修德于身，“责”报于天，取必于数十年之后，如持左契，交手相付', '责：期望')",1
"('而晋公修德于身，责报于天，取必于数十年之后，如持“左契”，交手相付', '左契：古代契约分为左右两联，订立契约的双方各执一联，左联又称左券，左契，为索还的凭据')",1
"('吾不及见魏公，而见其子懿敏公，以直谏事仁宗皇帝，出入侍从将帅三十馀年，位不“满”其德', '满：相称')",1
"('由此观之，王氏之福盖未“艾”也', '艾：停止')",1
"('懿敏公之子巩与吾游，好德而文，以“世”其家，吾以是铭之', '世：继承')",1
"('铭曰：呜呼“休”哉', '休：美好，善')",1
"('既相真宗，四方“砥”平', '砥：平')",1
"('吾侪小人，朝不及夕，相时“射”利，皇恤厥德', '射：追逐')",1
"('吾侪小人，朝不及夕，相时射利，“皇”恤厥德', '皇：同遑，闲暇')",1
"('吾侪小人，朝不及夕，相时射利，皇“恤”厥德', '恤：恤的异体字，担心，考虑')",1
"('“王城”之东，晋公所庐', '王城：指当时的京城汴京')",1
"('郁郁三槐，惟德之“符”', '符：凭据，祥瑞的象征')",1
"('余尝“谱”其世家，所谓今泰州海陵县主簿者也', '谱：为……做家谱')",1
"('君既与兄元相友爱称天下，而自少卓荦不羁，善辩说，与其兄俱以智略为当世大人所“器”', '器：器重')",1
