,word,w_meaning_index,a,b
6756,前,3475,屠乃奔倚其下，弛担持刀。狼不敢前，眈眈相向。少时，一狼径去，其一犬坐于前。,于是平原君欲封鲁仲连，鲁仲连辞让者三，终不肯受。平原君乃置酒，酒酣，起前以千金为鲁连寿。鲁连笑日：所贵于天下之士者，为人排患释难、解纷乱而无所取也。
6757,前,3475,屠乃奔倚其下，弛担持刀。狼不敢前，眈眈相向。少时，一狼径去，其一犬坐于前。,渔人甚异之。复前行，欲穷其林。林尽水源，便得一山，山有小口，仿佛若有光。
6758,搴,3476,采薜荔兮水中，搴芙蓉兮木末。,策疲乏之兵，当新羁之马。然犹斩将搴旗，追奔逐北，灭迹扫尘，斩其枭帅，使三军之士，视死如归。陵也不才，希当大任，意谓此时，功难堪矣。
6759,搴,3476,策疲乏之兵，当新羁之马。然犹斩将搴旗，追奔逐北，灭迹扫尘，斩其枭帅，使三军之士，视死如归。陵也不才，希当大任，意谓此时，功难堪矣。,次之，又不能拾遗补阙，招贤进能，显岩穴之士。外之，不能备行伍，攻城野战，有斩将搴旗之功。下之，不能积日累劳，取尊官厚禄，以为宗族交游光宠。
6760,搴,3476,策疲乏之兵，当新羁之马。然犹斩将搴旗，追奔逐北，灭迹扫尘，斩其枭帅，使三军之士，视死如归。陵也不才，希当大任，意谓此时，功难堪矣。,采薜荔兮水中，搴芙蓉兮木末。
6761,愆,3478,念窦娥葫芦提当罪愆。,自庶士以下，皆衣其夫。社而赋事，烝而献功，男女效绩，愆则有辟。古之制也。
6762,愆,3478,念窦娥葫芦提当罪愆。,执事者宜有惭色，将谢之不暇，而又何诛焉。其或元庆之父，不免于罪，师韫之诛，不愆于法，是非死于吏也，是死于法也。法其可仇乎。
6763,愆,3478,执事者宜有惭色，将谢之不暇，而又何诛焉。其或元庆之父，不免于罪，师韫之诛，不愆于法，是非死于吏也，是死于法也。法其可仇乎。,自庶士以下，皆衣其夫。社而赋事，烝而献功，男女效绩，愆则有辟。古之制也。
6764,愆,3478,自庶士以下，皆衣其夫。社而赋事，烝而献功，男女效绩，愆则有辟。古之制也。,执事者宜有惭色，将谢之不暇，而又何诛焉。其或元庆之父，不免于罪，师韫之诛，不愆于法，是非死于吏也，是死于法也。法其可仇乎。
6765,牵,3483,世果群怪聚骂，指目牵引。,项掣金锁，锁牵玉柱。
6766,牵,3483,项掣金锁，锁牵玉柱。,世果群怪聚骂，指目牵引。
6767,牵,3484,可以牵着走的牛羊猪等牲畜,吾子淹久于敝邑，唯是脯资饩牵竭矣。
6768,牵,3484,可以牵着走的牛羊猪等牲畜,有牵牛而堂下者。
6769,牵,3484,有牵牛而堂下者。,吾子淹久于敝邑，唯是脯资饩牵竭矣。
6770,牵,3484,有牵牛而堂下者。,可以牵着走的牛羊猪等牲畜
6771,牵,3484,吾子淹久于敝邑，唯是脯资饩牵竭矣。,有牵牛而堂下者。
6772,牵,3484,吾子淹久于敝邑，唯是脯资饩牵竭矣。,可以牵着走的牛羊猪等牲畜
6773,迁,3487,齐人未尝赂秦，终继五国迁灭，何哉？,公夫人甚爱女，每迎女，婿固不遣。恚而语妻曰：而翁长铨，迁我京职，则汝朝夕侍母。且迁我如振落叶耳，而何吝者。
6774,迁,3487,齐人未尝赂秦，终继五国迁灭，何哉？,虽趣舍万殊，静躁不同，当其欣于所遇，暂得于己，快然自足，不知老之将至。及其所之既倦，情随事迁，感慨系之矣。向之所欣，俯仰之间，已为陈迹，犹不能不以之兴怀。
6775,迁,3487,公夫人甚爱女，每迎女，婿固不遣。恚而语妻曰：而翁长铨，迁我京职，则汝朝夕侍母。且迁我如振落叶耳，而何吝者。,齐人未尝赂秦，终继五国迁灭，何哉？
6776,迁,3487,公夫人甚爱女，每迎女，婿固不遣。恚而语妻曰：而翁长铨，迁我京职，则汝朝夕侍母。且迁我如振落叶耳，而何吝者。,虽趣舍万殊，静躁不同，当其欣于所遇，暂得于己，快然自足，不知老之将至。及其所之既倦，情随事迁，感慨系之矣。向之所欣，俯仰之间，已为陈迹，犹不能不以之兴怀。
6777,迁,3487,虽趣舍万殊，静躁不同，当其欣于所遇，暂得于己，快然自足，不知老之将至。及其所之既倦，情随事迁，感慨系之矣。向之所欣，俯仰之间，已为陈迹，犹不能不以之兴怀。,公夫人甚爱女，每迎女，婿固不遣。恚而语妻曰：而翁长铨，迁我京职，则汝朝夕侍母。且迁我如振落叶耳，而何吝者。
6778,迁,3488,时北兵已迫修门外，战、守、迁皆不及施,时北兵已迫修门外，战、守、迁皆不及施。
6779,迁,3488,盘庚之迁，胥怨者民也。,时北兵已迫修门外，战、守、迁皆不及施。
6780,迁,3488,盘庚之迁，胥怨者民也。,时北兵已迫修门外，战、守、迁皆不及施
6781,迁,3488,时北兵已迫修门外，战、守、迁皆不及施。,时北兵已迫修门外，战、守、迁皆不及施
6782,阡,3491,为田，开阡陌封疆。,泷冈阡表呜呼。惟我皇考崇公，卜吉于泷冈之六十年，其子修始克表于其阡。
6783,洽,3493,洽此四国。,秦之时，羞文学，好武勇，贱仁义之士，贵治狱之吏，正言者谓之诽谤，遏过者谓之妖言，故盛服先王不用于世，忠良切言皆郁于胸，誉谀之声日满于耳，虚美熏心，实祸蔽塞，此乃秦之所以亡天下也。方今天下，赖陛下恩厚，亡金革之危、饥寒之患，父子夫妻戮力安家，然太平未洽者，狱乱之也。夫狱者，天下之大命也，死者不可复生，绝者不可复属。
6784,洽,3493,秦之时，羞文学，好武勇，贱仁义之士，贵治狱之吏，正言者谓之诽谤，遏过者谓之妖言，故盛服先王不用于世，忠良切言皆郁于胸，誉谀之声日满于耳，虚美熏心，实祸蔽塞，此乃秦之所以亡天下也。方今天下，赖陛下恩厚，亡金革之危、饥寒之患，父子夫妻戮力安家，然太平未洽者，狱乱之也。夫狱者，天下之大命也，死者不可复生，绝者不可复属。,洽此四国。
6785,器,3499,昂昂乎庙堂之器也。,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。
6786,器,3499,昂昂乎庙堂之器也。,余尝谱其世家，所谓今泰州海陵县主簿者也。君既与兄元相友爱称天下，而自少卓荦不羁，善辩说，与其兄俱以智略为当世大人所器。宝元时，朝廷开方略之选，以招天下异能之士，而陕西大帅范文正公、郑文肃公争以君所为书以荐，于是得召试，为太庙斋郎，已而选泰州海陵县主簿。
6787,器,3499,余尝谱其世家，所谓今泰州海陵县主簿者也。君既与兄元相友爱称天下，而自少卓荦不羁，善辩说，与其兄俱以智略为当世大人所器。宝元时，朝廷开方略之选，以招天下异能之士，而陕西大帅范文正公、郑文肃公争以君所为书以荐，于是得召试，为太庙斋郎，已而选泰州海陵县主簿。,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。
6788,器,3499,余尝谱其世家，所谓今泰州海陵县主簿者也。君既与兄元相友爱称天下，而自少卓荦不羁，善辩说，与其兄俱以智略为当世大人所器。宝元时，朝廷开方略之选，以招天下异能之士，而陕西大帅范文正公、郑文肃公争以君所为书以荐，于是得召试，为太庙斋郎，已而选泰州海陵县主簿。,今夫佩虎符、坐皋比者，洸洸乎干城之具也，果能授孙、吴之略耶。峨大冠、拖长绅者，昂昂乎庙堂之器也，果能建伊、皋之业耶。盗起而不知御，民困而不知救，吏奸而不知禁，法斁而不知理，坐糜廪粟而不知耻。
6789,器,3499,今夫佩虎符、坐皋比者，洸洸乎干城之具也，果能授孙、吴之略耶。峨大冠、拖长绅者，昂昂乎庙堂之器也，果能建伊、皋之业耶。盗起而不知御，民困而不知救，吏奸而不知禁，法斁而不知理，坐糜廪粟而不知耻。,余尝谱其世家，所谓今泰州海陵县主簿者也。君既与兄元相友爱称天下，而自少卓荦不羁，善辩说，与其兄俱以智略为当世大人所器。宝元时，朝廷开方略之选，以招天下异能之士，而陕西大帅范文正公、郑文肃公争以君所为书以荐，于是得召试，为太庙斋郎，已而选泰州海陵县主簿。
6790,器,3499,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。,昂昂乎庙堂之器也。
6791,器,3499,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。,余尝谱其世家，所谓今泰州海陵县主簿者也。君既与兄元相友爱称天下，而自少卓荦不羁，善辩说，与其兄俱以智略为当世大人所器。宝元时，朝廷开方略之选，以招天下异能之士，而陕西大帅范文正公、郑文肃公争以君所为书以荐，于是得召试，为太庙斋郎，已而选泰州海陵县主簿。
6792,葺,3501,缮完葺墙。,一日，虎死，若石大喜，自以为虎死无毒己者矣。于是弛其备，墙坏而不葺。无何，有貙闻其牛羊豕之声而入食焉。
6793,葺,3501,缮完葺墙。,于是治其园圃，洁其庭宇，伐安丘、高密之木，以修补破败，为苟全之计。而园之北，因城以为台者旧矣，稍葺而新之。时相与登览，放意肆志焉。
6794,葺,3501,缮完葺墙。,未知明年又在何处，岂惧竹楼之易朽乎。后之人与我同志，嗣而葺之，庶斯楼之不朽也。咸平二年八月十五日记。
6795,葺,3501,一日，虎死，若石大喜，自以为虎死无毒己者矣。于是弛其备，墙坏而不葺。无何，有貙闻其牛羊豕之声而入食焉。,于是治其园圃，洁其庭宇，伐安丘、高密之木，以修补破败，为苟全之计。而园之北，因城以为台者旧矣，稍葺而新之。时相与登览，放意肆志焉。
6796,葺,3501,于是治其园圃，洁其庭宇，伐安丘、高密之木，以修补破败，为苟全之计。而园之北，因城以为台者旧矣，稍葺而新之。时相与登览，放意肆志焉。,缮完葺墙。
6797,葺,3501,于是治其园圃，洁其庭宇，伐安丘、高密之木，以修补破败，为苟全之计。而园之北，因城以为台者旧矣，稍葺而新之。时相与登览，放意肆志焉。,未知明年又在何处，岂惧竹楼之易朽乎。后之人与我同志，嗣而葺之，庶斯楼之不朽也。咸平二年八月十五日记。
6798,葺,3501,未知明年又在何处，岂惧竹楼之易朽乎。后之人与我同志，嗣而葺之，庶斯楼之不朽也。咸平二年八月十五日记。,一日，虎死，若石大喜，自以为虎死无毒己者矣。于是弛其备，墙坏而不葺。无何，有貙闻其牛羊豕之声而入食焉。
6799,葺,3501,未知明年又在何处，岂惧竹楼之易朽乎。后之人与我同志，嗣而葺之，庶斯楼之不朽也。咸平二年八月十五日记。,缮完葺墙。
6800,契,3504,必得约契以报太子也。,岂不痛哉。每览昔人兴感之由，若合一契，未尝不临文嗟悼，不能喻之于怀。固知一死生为虚诞，齐彭殇为妄作。
6801,契,3504,必得约契以报太子也。,刻舟求剑战国楚人有涉江者，其剑自舟中坠于水，遽契其舟，曰：是吾剑之所从坠。舟止，从其所契者入水求之。
6802,契,3504,黄帝能成命百物，以明民共财。颛顼能修之，帝喾能序三辰以固民，尧能单均刑法以仪民，舜勤民事而野死，鲧障洪水而殛死，禹能以德修鲧之功，契为司徒而民辑，冥勤其官而水死，汤以宽治民而除其邪，稷勤百谷而山死，文王以文昭，武王去民之秽。故有虞氏禘黄帝而祖颛顼，郊尧而宗舜。,刻舟求剑战国楚人有涉江者，其剑自舟中坠于水，遽契其舟，曰：是吾剑之所从坠。舟止，从其所契者入水求之。
6803,契,3504,黄帝能成命百物，以明民共财。颛顼能修之，帝喾能序三辰以固民，尧能单均刑法以仪民，舜勤民事而野死，鲧障洪水而殛死，禹能以德修鲧之功，契为司徒而民辑，冥勤其官而水死，汤以宽治民而除其邪，稷勤百谷而山死，文王以文昭，武王去民之秽。故有虞氏禘黄帝而祖颛顼，郊尧而宗舜。,必得约契以报太子也。
6804,契,3504,岂不痛哉。每览昔人兴感之由，若合一契，未尝不临文嗟悼，不能喻之于怀。固知一死生为虚诞，齐彭殇为妄作。,必得约契以报太子也。
6805,契,3504,岂不痛哉。每览昔人兴感之由，若合一契，未尝不临文嗟悼，不能喻之于怀。固知一死生为虚诞，齐彭殇为妄作。,黄帝能成命百物，以明民共财。颛顼能修之，帝喾能序三辰以固民，尧能单均刑法以仪民，舜勤民事而野死，鲧障洪水而殛死，禹能以德修鲧之功，契为司徒而民辑，冥勤其官而水死，汤以宽治民而除其邪，稷勤百谷而山死，文王以文昭，武王去民之秽。故有虞氏禘黄帝而祖颛顼，郊尧而宗舜。
6806,契,3504,岂不痛哉。每览昔人兴感之由，若合一契，未尝不临文嗟悼，不能喻之于怀。固知一死生为虚诞，齐彭殇为妄作。,刻舟求剑战国楚人有涉江者，其剑自舟中坠于水，遽契其舟，曰：是吾剑之所从坠。舟止，从其所契者入水求之。
6807,契,3504,刻舟求剑战国楚人有涉江者，其剑自舟中坠于水，遽契其舟，曰：是吾剑之所从坠。舟止，从其所契者入水求之。,黄帝能成命百物，以明民共财。颛顼能修之，帝喾能序三辰以固民，尧能单均刑法以仪民，舜勤民事而野死，鲧障洪水而殛死，禹能以德修鲧之功，契为司徒而民辑，冥勤其官而水死，汤以宽治民而除其邪，稷勤百谷而山死，文王以文昭，武王去民之秽。故有虞氏禘黄帝而祖颛顼，郊尧而宗舜。
6808,契,3504,刻舟求剑战国楚人有涉江者，其剑自舟中坠于水，遽契其舟，曰：是吾剑之所从坠。舟止，从其所契者入水求之。,岂不痛哉。每览昔人兴感之由，若合一契，未尝不临文嗟悼，不能喻之于怀。固知一死生为虚诞，齐彭殇为妄作。
6809,泣,3506,媪之送燕后也，持其踵为之泣。,左师公曰：父母之爱子，则为之计深远。媪之送燕后也，持其踵为之泣，念悲其远也，亦哀之矣。已行，非弗思也，祭祀必祝之，祝曰：‘必勿使反。
6810,泣,3506,媪之送燕后也，持其踵为之泣。,予购三百盆，皆病者，无一完者。既泣之三日，乃誓疗之：纵之顺之，毁其盆，悉埋于地，解其棕缚。以五年为期，必复之全之。
6811,泣,3506,予购三百盆，皆病者，无一完者。既泣之三日，乃誓疗之：纵之顺之，毁其盆，悉埋于地，解其棕缚。以五年为期，必复之全之。,媪之送燕后也，持其踵为之泣。
6812,泣,3506,予购三百盆，皆病者，无一完者。既泣之三日，乃誓疗之：纵之顺之，毁其盆，悉埋于地，解其棕缚。以五年为期，必复之全之。,左师公曰：父母之爱子，则为之计深远。媪之送燕后也，持其踵为之泣，念悲其远也，亦哀之矣。已行，非弗思也，祭祀必祝之，祝曰：‘必勿使反。
6813,泣,3506,左师公曰：父母之爱子，则为之计深远。媪之送燕后也，持其踵为之泣，念悲其远也，亦哀之矣。已行，非弗思也，祭祀必祝之，祝曰：‘必勿使反。,媪之送燕后也，持其踵为之泣。
6814,泣,3506,左师公曰：父母之爱子，则为之计深远。媪之送燕后也，持其踵为之泣，念悲其远也，亦哀之矣。已行，非弗思也，祭祀必祝之，祝曰：‘必勿使反。,予购三百盆，皆病者，无一完者。既泣之三日，乃誓疗之：纵之顺之，毁其盆，悉埋于地，解其棕缚。以五年为期，必复之全之。
6815,弃,3507,生无益于时，死无闻于后，是自弃也。,昔烈山氏之有天下也，其子曰柱，能植百谷百蔬。夏之兴也，周弃继之，故祀以为稷。共工氏之伯九有也，其子曰后土，能平九土，故祀以为社。
6816,弃,3507,昔烈山氏之有天下也，其子曰柱，能植百谷百蔬。夏之兴也，周弃继之，故祀以为稷。共工氏之伯九有也，其子曰后土，能平九土，故祀以为社。,生无益于时，死无闻于后，是自弃也。
6817,弃,3508,举以予人，如弃草芥。,狱中与诸甥侄书吾狂衅覆灭，岂复可言，汝等皆当以罪人弃之。然平生行已在怀，犹应可寻，至於能不，意中所解，汝等或不悉知。
6818,弃,3508,举以予人，如弃草芥。,里革断罟匡君宣公夏滥于泗渊，里革断其罟而弃之，曰：古者大寒降，土蛰发，水虞于是乎讲罛罶，取名鱼，登川禽，而尝之寝庙，行诸国，助宣气也。鸟兽孕，水虫成，兽虞于是乎禁罝罗，矠鱼鳖，以为夏槁，助生阜也。
6819,弃,3508,狱中与诸甥侄书吾狂衅覆灭，岂复可言，汝等皆当以罪人弃之。然平生行已在怀，犹应可寻，至於能不，意中所解，汝等或不悉知。,举以予人，如弃草芥。
6820,弃,3508,里革断罟匡君宣公夏滥于泗渊，里革断其罟而弃之，曰：古者大寒降，土蛰发，水虞于是乎讲罛罶，取名鱼，登川禽，而尝之寝庙，行诸国，助宣气也。鸟兽孕，水虫成，兽虞于是乎禁罝罗，矠鱼鳖，以为夏槁，助生阜也。,举以予人，如弃草芥。
6821,讫,3510,与山僧饭讫而去。,山中与裴秀才迪书近腊月下，景气和畅，故山殊可过。足下方温经，猥不敢相烦，辄便往山中，憩感配寺，与山僧饭讫而去。北涉玄灞，清月映郭。
6822,讫,3510,山中与裴秀才迪书近腊月下，景气和畅，故山殊可过。足下方温经，猥不敢相烦，辄便往山中，憩感配寺，与山僧饭讫而去。北涉玄灞，清月映郭。,与山僧饭讫而去。
6823,气,3512,吾令人望其气，皆龙虎，成五采。,屋极有窗以达气。
6824,气,3512,屋极有窗以达气。,吾令人望其气，皆龙虎，成五采。
6825,气,3516,夫战，勇气也。一鼓作气。,上枢密韩太尉书太尉执事：辙生好为文，思之至深。以为文者气之所形，然文不可以学而能，气可以养而致。孟子曰：我善养吾浩然之气。
6826,气,3516,夫战，勇气也。一鼓作气。,大道本无生，视身若敝屣。但为气所激，缘悟天人理。恶梦十七年，报仇在来世。
6827,气,3516,大道本无生，视身若敝屣。但为气所激，缘悟天人理。恶梦十七年，报仇在来世。,然侍卫之臣不懈于内，忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。诚宜开张圣听，以光先帝遗德，恢弘志士之气，不宜妄自菲薄，引喻失义，以塞忠谏之路也。宫中府中，俱为一体。
6828,气,3516,大道本无生，视身若敝屣。但为气所激，缘悟天人理。恶梦十七年，报仇在来世。,里革断罟匡君宣公夏滥于泗渊，里革断其罟而弃之，曰：古者大寒降，土蛰发，水虞于是乎讲罛罶，取名鱼，登川禽，而尝之寝庙，行诸国，助宣气也。鸟兽孕，水虫成，兽虞于是乎禁罝罗，矠鱼鳖，以为夏槁，助生阜也。
6829,气,3516,里革断罟匡君宣公夏滥于泗渊，里革断其罟而弃之，曰：古者大寒降，土蛰发，水虞于是乎讲罛罶，取名鱼，登川禽，而尝之寝庙，行诸国，助宣气也。鸟兽孕，水虫成，兽虞于是乎禁罝罗，矠鱼鳖，以为夏槁，助生阜也。,夫战，勇气也。一鼓作气。
6830,气,3516,里革断罟匡君宣公夏滥于泗渊，里革断其罟而弃之，曰：古者大寒降，土蛰发，水虞于是乎讲罛罶，取名鱼，登川禽，而尝之寝庙，行诸国，助宣气也。鸟兽孕，水虫成，兽虞于是乎禁罝罗，矠鱼鳖，以为夏槁，助生阜也。,然侍卫之臣不懈于内，忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。诚宜开张圣听，以光先帝遗德，恢弘志士之气，不宜妄自菲薄，引喻失义，以塞忠谏之路也。宫中府中，俱为一体。
6831,气,3516,上枢密韩太尉书太尉执事：辙生好为文，思之至深。以为文者气之所形，然文不可以学而能，气可以养而致。孟子曰：我善养吾浩然之气。,夫战，勇气也。一鼓作气。
6832,气,3516,上枢密韩太尉书太尉执事：辙生好为文，思之至深。以为文者气之所形，然文不可以学而能，气可以养而致。孟子曰：我善养吾浩然之气。,里革断罟匡君宣公夏滥于泗渊，里革断其罟而弃之，曰：古者大寒降，土蛰发，水虞于是乎讲罛罶，取名鱼，登川禽，而尝之寝庙，行诸国，助宣气也。鸟兽孕，水虫成，兽虞于是乎禁罝罗，矠鱼鳖，以为夏槁，助生阜也。
6833,气,3516,然侍卫之臣不懈于内，忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。诚宜开张圣听，以光先帝遗德，恢弘志士之气，不宜妄自菲薄，引喻失义，以塞忠谏之路也。宫中府中，俱为一体。,夫战，勇气也。一鼓作气。
6834,气,3516,然侍卫之臣不懈于内，忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。诚宜开张圣听，以光先帝遗德，恢弘志士之气，不宜妄自菲薄，引喻失义，以塞忠谏之路也。宫中府中，俱为一体。,大道本无生，视身若敝屣。但为气所激，缘悟天人理。恶梦十七年，报仇在来世。
6835,气,3516,然侍卫之臣不懈于内，忠志之士忘身于外者，盖追先帝之殊遇，欲报之于陛下也。诚宜开张圣听，以光先帝遗德，恢弘志士之气，不宜妄自菲薄，引喻失义，以塞忠谏之路也。宫中府中，俱为一体。,里革断罟匡君宣公夏滥于泗渊，里革断其罟而弃之，曰：古者大寒降，土蛰发，水虞于是乎讲罛罶，取名鱼，登川禽，而尝之寝庙，行诸国，助宣气也。鸟兽孕，水虫成，兽虞于是乎禁罝罗，矠鱼鳖，以为夏槁，助生阜也。
6836,气,3517,但以刘日薄西山，气息奄奄。,上枢密韩太尉书太尉执事：辙生好为文，思之至深。以为文者气之所形，然文不可以学而能，气可以养而致。孟子曰：我善养吾浩然之气。
6837,气,3517,上枢密韩太尉书太尉执事：辙生好为文，思之至深。以为文者气之所形，然文不可以学而能，气可以养而致。孟子曰：我善养吾浩然之气。,但以刘日薄西山，气息奄奄。
6838,起,3528,山东豪俊，遂并起而亡秦族矣。,女子五人，已嫁二人，进士周奉先、泰州泰兴县令陶舜元。铭曰：有拔而起之，莫挤而止之。呜呼许君。
6839,起,3529,若变起，足下以一军敌探彼二军。,峨大冠、拖长绅者，昂昂乎庙堂之器也，果能建伊、皋之业耶。盗起而不知御，民困而不知救，吏奸而不知禁，法斁而不知理，坐糜廪粟而不知耻。观其坐高堂，骑大马，醉醇醴而饫肥鲜者，孰不巍巍乎可畏，赫赫乎可象也。
6840,起,3529,峨大冠、拖长绅者，昂昂乎庙堂之器也，果能建伊、皋之业耶。盗起而不知御，民困而不知救，吏奸而不知禁，法斁而不知理，坐糜廪粟而不知耻。观其坐高堂，骑大马，醉醇醴而饫肥鲜者，孰不巍巍乎可畏，赫赫乎可象也。,若变起，足下以一军敌探彼二军。
6841,启,3531,大叔完聚，缮甲兵，具卒乘，将袭郑。夫人将启之。公闻其期，曰：可矣。,携童儿数人，启陨箨以艺粟菽。
6842,启,3532,启窗而观，雕栏相望焉。,季主曰：君侯何卜也。东陵侯曰：久卧者思起，久蛰者思启，久懑者思嚏。吾闻之：‘蓄极则泄，闷极则达，热极则风，壅极则通。
6843,启,3532,师曰：吾有一箧物，不欲付他人，愿托置于某山下。其人受之，因其封题不甚密，乃启而视之，皆磨穴之砚也，数十枚，方知师夙用者。顿觉羞愧，及反而学，至精其艺。,启窗而观，雕栏相望焉。
6844,启,3532,季主曰：君侯何卜也。东陵侯曰：久卧者思起，久蛰者思启，久懑者思嚏。吾闻之：‘蓄极则泄，闷极则达，热极则风，壅极则通。,启窗而观，雕栏相望焉。
6845,启,3533,虢亡，虞必从之。晋不可启，寇不可翫。一之谓甚，其可再乎。,启敝邑之心。
6846,启,3535,府吏得闻之，堂上启阿母。,答司马谏议书某启：昨日蒙教，窃以为与君实游处相好之日久，而议事每不合，所操之术多异故也。虽欲强聒，终必不蒙见察，故略上报，不复一一自辨。
6847,启,3535,答司马谏议书某启：昨日蒙教，窃以为与君实游处相好之日久，而议事每不合，所操之术多异故也。虽欲强聒，终必不蒙见察，故略上报，不复一一自辨。,府吏得闻之，堂上启阿母。
6848,岂,3538,日夜望将军至，岂敢反乎？,工之侨闻之，叹曰：悲哉世也。岂独一琴哉。莫不然矣而不早图之，其与亡矣。
6849,岂,3538,日夜望将军至，岂敢反乎？,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。
6850,岂,3538,日夜望将军至，岂敢反乎？,至于誓天断发，泣下沾襟，何其衰也。岂得之难而失之易欤。抑本其成败之迹，而皆自于人欤。
6851,岂,3538,工之侨闻之，叹曰：悲哉世也。岂独一琴哉。莫不然矣而不早图之，其与亡矣。,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。
6852,岂,3538,工之侨闻之，叹曰：悲哉世也。岂独一琴哉。莫不然矣而不早图之，其与亡矣。,弃车马，毁冠服，徒步往来山中，人莫识也。见其所著帽，方屋而高，曰：此岂古方山冠之遗象乎。因谓之方山子。
6853,岂,3538,工之侨闻之，叹曰：悲哉世也。岂独一琴哉。莫不然矣而不早图之，其与亡矣。,至于誓天断发，泣下沾襟，何其衰也。岂得之难而失之易欤。抑本其成败之迹，而皆自于人欤。
6854,岂,3538,昔者荒草野田，霜露之所蒙翳，狐虺之所窜伏。方是时，岂知有凌虚台耶。废兴成毁，相寻于无穷，则台之复为荒草野田，皆不可知也。,工之侨闻之，叹曰：悲哉世也。岂独一琴哉。莫不然矣而不早图之，其与亡矣。
6855,岂,3538,昔者荒草野田，霜露之所蒙翳，狐虺之所窜伏。方是时，岂知有凌虚台耶。废兴成毁，相寻于无穷，则台之复为荒草野田，皆不可知也。,弃车马，毁冠服，徒步往来山中，人莫识也。见其所著帽，方屋而高，曰：此岂古方山冠之遗象乎。因谓之方山子。
6856,岂,3538,昔者荒草野田，霜露之所蒙翳，狐虺之所窜伏。方是时，岂知有凌虚台耶。废兴成毁，相寻于无穷，则台之复为荒草野田，皆不可知也。,日夜望将军至，岂敢反乎？
6857,岂,3538,是谓求祸而辞褔。夫求祸而辞褔，岂人之情也哉。物有以盖之矣。,三到之中，心到最急。心既到矣，眼口岂不到乎。。
6858,岂,3538,是谓求祸而辞褔。夫求祸而辞褔，岂人之情也哉。物有以盖之矣。,弃车马，毁冠服，徒步往来山中，人莫识也。见其所著帽，方屋而高，曰：此岂古方山冠之遗象乎。因谓之方山子。
6859,岂,3538,至于誓天断发，泣下沾襟，何其衰也。岂得之难而失之易欤。抑本其成败之迹，而皆自于人欤。,昔者荒草野田，霜露之所蒙翳，狐虺之所窜伏。方是时，岂知有凌虚台耶。废兴成毁，相寻于无穷，则台之复为荒草野田，皆不可知也。
6860,岂,3538,弃车马，毁冠服，徒步往来山中，人莫识也。见其所著帽，方屋而高，曰：此岂古方山冠之遗象乎。因谓之方山子。,日夜望将军至，岂敢反乎？
6861,岂,3538,弃车马，毁冠服，徒步往来山中，人莫识也。见其所著帽，方屋而高，曰：此岂古方山冠之遗象乎。因谓之方山子。,工之侨闻之，叹曰：悲哉世也。岂独一琴哉。莫不然矣而不早图之，其与亡矣。
6862,岂,3538,弃车马，毁冠服，徒步往来山中，人莫识也。见其所著帽，方屋而高，曰：此岂古方山冠之遗象乎。因谓之方山子。,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。
6863,岂,3538,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。,是谓求祸而辞褔。夫求祸而辞褔，岂人之情也哉。物有以盖之矣。
6864,岂,3538,时先主屯新野。徐庶见先主，先主器之，谓先主曰：诸葛孔明者，卧龙也，将军岂愿见之乎。先主曰：君与俱来。,工之侨闻之，叹曰：悲哉世也。岂独一琴哉。莫不然矣而不早图之，其与亡矣。
6865,岂,3538,三到之中，心到最急。心既到矣，眼口岂不到乎。。,工之侨闻之，叹曰：悲哉世也。岂独一琴哉。莫不然矣而不早图之，其与亡矣。
6866,岂,3538,三到之中，心到最急。心既到矣，眼口岂不到乎。。,至于誓天断发，泣下沾襟，何其衰也。岂得之难而失之易欤。抑本其成败之迹，而皆自于人欤。
6867,岂,3538,三到之中，心到最急。心既到矣，眼口岂不到乎。。,昔者荒草野田，霜露之所蒙翳，狐虺之所窜伏。方是时，岂知有凌虚台耶。废兴成毁，相寻于无穷，则台之复为荒草野田，皆不可知也。
6868,乞,3540,上书乞归曰。,自是指物作诗立就，其文理皆有可观者。邑人奇之，稍稍宾客其父，或以钱币乞之。父利其然也，日扳仲永环谒于邑人，不使学。
